id,league_id,season_id,venue_id,venue_city,venue_capacity,venue_surface_isgrass,temp,cloudcover,humidity,pressure,visibility,winddir,windspeed,night_game,travel_km,home_not_home,travel_outside_state,attendance_ratio,home_win
253068,301,765,131,Paris,47929,1,19.1,25,53,1016,10,310,2.78,1,288,0,0,0.9599824740762376,0
299685,384,802,598,Pescara,23800,1,26.0,26,83,1014,10,70,1.5,1,181,0,0,0.8403361344537815,0
299674,384,802,510,Palermo,36349,1,26.4,0,70,1014,10,301,0.75,1,763,0,0,0.3301328784835896,1
299660,384,802,86,Genova,36599,1,24.9,27,75,1012,10,131,0.78,1,576,0,0,0.5409983879340966,0
299649,384,802,7220,Empoli,19847,1,26.7,0,62,1017,10,280,0.33,1,178,0,0,0.5038544868242052,1
299638,384,802,443,Verona,42160,1,25.0,50,73,1015,10,268,1.53,1,144,0,0,0.3320683111954459,0
299616,384,802,13977,Bergamo,26393,1,25.0,0,61,1013,10,280,2.58,1,475,1,0,0.4546660099268745,1
401554,564,853,5188,Madrid,54960,1,27.1,0,30,1018,12,360,0.03,1,284,1,0,0.5043668122270742,0
401564,564,853,9239,Vigo,31800,1,26.7,0,40,1019,19,228,0.11,0,466,0,0,0.5213207547169811,1
401573,564,853,9240,Valencia,54000,1,25.5,14,68,1022,10,38,1.03,1,1875,0,0,0.6878518518518518,1
95781,82,219,53,Munich,75000,1,22.0,0,73,1017,10,60,0.5,1,574,0,0,1.0,0
401582,564,853,68,Sevilla,60721,1,35.4,0,30,1013,10,219,1.0,1,699,0,0,0.5688806179081373,0
253080,301,765,6159,Marseille,67394,1,27.1,4,45,1013,10,188,2.42,1,845,1,0,0.3886547763895895,0
401591,564,853,89,Cornella de Llobregat,40500,1,23.8,8,72,1018,21,297,0.53,1,761,0,0,0.4376543209876543,0
2382,8,13,209,London,5000,1,24.2,1,63,1015,10,73,6.33,0,304,1,0,1.0,0
95790,82,219,2166,Dortmund,81365,1,29.1,2,45,1017,10,69,2.69,0,175,0,0,0.9999385485159468,0
95800,82,219,1946,Cologne,50000,1,32.5,16,44,1015,8,106,2.92,0,2886,0,0,1.0,0
96108,82,219,2169,Frankfurt am Main,51500,1,35.0,0,28,1012,10,215,2.11,0,199,0,0,0.912621359223301,0
95810,82,219,1610,Hamburg,57000,1,25.3,0,51,1015,10,43,3.61,0,550,0,0,0.8790701754385964,0
95819,82,219,2165,Augsburg,30660,1,29.4,0,36,1019,9,12,2.5,0,457,0,0,0.8536203522504893,1
2420,8,13,117,Leicester,32312,1,17.6,69,82,1015,11,39,3.53,0,220,0,1,0.9818952711067096,0
2400,8,13,201,London,25073,1,23.7,15,65,1012,21,90,4.42,0,143,0,0,0.9373828421010648,0
2391,8,13,321614,London,41798,1,23.8,10,62,1012,24,98,5.39,0,292,0,0,0.9954304033685822,0
2438,8,13,19,Watford,22200,1,24.2,63,61,1013,28,95,6.11,0,23,0,0,0.9254504504504504,1
2429,8,13,167,Southampton,32505,1,21.5,59,80,1013,16,207,4.0,0,446,0,0,0.9276111367481926,0
2411,8,13,12,Liverpool,40569,1,18.9,80,72,1015,19,95,3.58,0,73,0,0,0.9756464295397964,0
253090,301,765,4478,Dijon,16098,1,32.8,0,36,1015,29,161,3.58,0,175,0,0,0.6441172816498943,0
299698,384,802,7189,Roma,72698,1,29.5,0,47,1013,10,239,3.72,0,525,0,0,0.4310985171531541,1
401611,564,853,9242,Eibar,7083,1,29.5,26,47,1015,10,308,5.17,0,448,0,0,0.6238881829733164,0
401602,564,853,56,Pamplona,19800,1,35.5,12,18,1012,19,210,3.36,0,62,0,0,0.8388888888888889,1
96446,82,219,180,Mönchengladbach,54057,1,32.1,47,48,1017,10,132,3.06,0,46,0,0,0.96533288935753,0
2449,8,13,199,Hull,25400,1,16.6,54,83,1014,7,158,2.72,0,131,0,0,0.9669291338582676,1
253124,301,765,51,Nice,36178,1,26.1,0,72,1018,21,178,1.94,1,829,0,0,0.4520703189783847,0
253144,301,765,2042,Longeville-lès-Metz,26661,1,29.7,0,37,1014,35,189,3.31,1,530,0,0,0.5553055024192641,0
253134,301,765,633,Caen,21215,1,29.2,89,49,1012,24,306,1.81,0,1052,0,0,0.7398067405137874,0
253113,301,765,126,Montpellier,22000,1,24.0,0,72,1019,29,199,2.97,1,657,0,0,0.4165,0
253101,301,765,2046,Tomblaine,20087,1,30.8,0,40,1014,37,180,1.5,1,691,0,0,0.7759745108776821,1
401619,564,853,2020,Madrid,81044,1,33.6,0,20,1012,27,230,5.25,1,466,0,0,0.8104733231331128,0
299709,384,802,134,Napoli,60240,1,26.6,0,64,1014,10,274,2.06,1,661,0,0,0.4520418326693227,0
401628,564,853,293,Leganés,11454,1,29.0,0,28,1013,10,231,2.11,1,8,0,0,0.9566963506198708,0
2458,8,13,119,West Bromwich,26445,1,21.5,50,72,1008,10,359,1.03,0,236,0,0,0.8958215163546984,0
253155,301,765,2081,Bordeaux,42115,1,27.9,4,40,1020,28,281,4.14,0,273,0,0,0.5510388222723496,0
96463,82,219,1944,Berlin,74649,1,34.8,78,24,1014,10,208,3.5,0,0,0,0,0.5579177216037723,0
2467,8,13,151,Manchester,55097,1,19.1,18,72,1013,40,333,4.22,0,262,0,0,0.9802348585222426,0
253166,301,765,6164,Saint-etienne,42000,1,30.6,53,30,1016,28,222,1.83,0,313,0,0,0.5663333333333334,0
96488,82,219,1618,Sinsheim,30164,1,32.2,30,36,1018,10,271,1.39,0,340,0,0,0.801883039384697,0
299723,384,802,1721,Milano,80018,1,31.7,0,31,1015,10,215,1.72,0,886,0,0,0.5064735434527231,0
401636,564,853,1716,Las Palmas de Gran Canaria,31250,1,27.6,13,70,1017,10,20,11.03,0,1494,0,0,0.602784,0
401649,564,853,1747,Vitoria-Gasteiz,19840,1,21.2,43,64,1021,10,14,6.72,0,252,0,0,0.8183467741935484,0
401658,564,853,9162,Bilbao,53289,1,20.7,92,87,1023,10,330,2.36,1,467,0,0,0.8700669931880876,1
299757,384,802,7223,Firenze,47300,1,27.0,0,54,1017,10,210,4.06,1,186,0,0,0.6342494714587738,0
299806,384,802,7224,Udine,25000,1,26.0,0,65,1013,10,243,0.08,1,316,0,0,0.32,0
253176,301,765,4451,Monaco,18523,1,17.5,25,91,1014,10,191,0.06,1,693,0,1,0.8216271662257734,0
299745,384,802,598,Pescara,23800,1,24.0,0,73,1014,10,340,1.0,1,479,1,0,0.0344957983193277,1
299794,384,802,142,Torino,27994,1,29.1,0,38,1015,10,301,0.47,1,296,0,0,0.5715510466528542,0
299782,384,802,1613,Reggio nell'Emilia,21584,1,27.6,0,45,1011,10,9,0.5,1,383,0,0,0.4633061527057079,0
299735,384,802,128,Cagliari,16074,1,27.7,0,42,1017,10,332,2.06,1,412,1,0,0.95906432748538,0
299769,384,802,86,Genova,36599,1,24.7,27,77,1012,10,91,0.11,1,155,0,0,0.546463018115249,0
401666,564,853,2028,Villarreal,23500,1,25.8,0,81,1017,19,79,1.08,1,584,0,0,0.7974468085106383,0
96514,82,219,2138,Gelsenkirchen,62271,1,18.2,0,63,1010,10,168,0.5,1,494,0,0,1.0,1
401673,564,853,133,San Sebastián,32076,1,18.9,89,81,1020,10,304,0.03,1,398,0,0,0.553030303030303,0
253187,301,765,131,Paris,47929,1,21.5,39,48,1019,10,112,1.39,1,409,0,0,0.9248471697719544,0
401683,564,853,9239,Vigo,31800,1,22.3,49,65,1019,11,184,0.14,0,466,0,0,0.5680503144654088,1
2476,8,13,206,Manchester,75635,1,16.0,81,67,1016,10,333,1.69,0,6,0,0,0.9952006346268262,1
96630,82,219,2063,Freiburg im Breisgau,74649,1,26.0,0,42,1013,10,130,2.0,0,495,1,0,0.3215046417232649,0
96559,82,219,80,Wolfsburg,30000,1,27.3,28,47,1017,10,169,3.33,0,319,0,0,0.9689,0
96579,82,219,111,Ingolstadt,15800,1,28.0,27,42,1019,10,80,2.08,0,437,0,0,0.8924050632911392,1
96604,82,219,66,Darmstadt,1565,1,10.0,50,76,1013,10,0,0.0,0,2807,1,0,1.0,0
96536,82,219,1947,Leverkusen,30210,1,28.0,0,39,1012,10,164,1.5,0,346,0,0,1.0,0
2525,8,13,207,Stoke,30089,1,15.3,83,70,1010,25,327,1.86,0,233,0,0,0.9101332712951578,1
2535,8,13,214,London,66000,1,18.5,17,94,1011,4,202,4.86,0,29,0,0,0.8632424242424243,1
2515,8,13,203,Middlesbrough,34988,1,15.4,66,61,1010,26,25,2.22,0,362,0,0,0.8731850920315537,1
2505,8,13,200,Burnley,21401,1,15.6,43,64,1010,25,288,1.67,0,123,0,0,0.8786038035605813,0
401693,564,853,2020,Madrid,81044,1,31.3,33,22,1011,19,124,1.94,0,311,0,0,0.8583855683332511,0
2496,8,13,204,London,60272,1,18.5,12,93,1011,5,203,4.64,0,115,0,0,0.9948566498539952,0
2486,8,13,146,Bournemouth,11700,1,17.8,78,93,1011,16,298,3.19,0,198,0,0,0.955897435897436,0
253197,301,765,6161,Décines-Charpieu,59186,1,29.7,3,33,1013,33,341,4.08,0,444,0,0,0.6923258878788903,1
299817,384,802,118500,Torino,41507,1,29.6,0,31,1017,12,120,1.44,0,242,0,0,0.9521044643072252,0
402634,564,853,177,Sevilla,45500,1,32.3,0,32,1013,10,208,2.67,0,1356,0,0,0.7485714285714286,0
402164,564,853,9233,Málaga,28963,1,26.3,0,67,1013,10,107,3.94,0,519,0,0,0.7526844594827884,1
96656,82,219,2171,Leipzig,42558,1,28.0,0,42,1018,10,100,3.11,0,341,0,0,1.0,0
2545,8,13,230,Liverpool,54074,1,16.1,27,64,1014,10,316,3.58,0,152,0,0,0.9474423937567038,0
253253,301,765,1715,Guingamp,18378,1,16.2,88,87,1015,16,300,2.86,1,769,0,0,0.6872347371857656,0
253242,301,765,6154,Angers,20000,1,22.6,0,59,1016,19,240,4.58,1,425,1,0,1.0,0
253220,301,765,184,Villeneuve d'Ascq,50186,1,22.8,2,49,1014,31,191,1.5,1,833,0,1,0.5852827481767824,1
253231,301,765,37,Furiani,16078,1,25.8,11,51,1012,15,263,1.64,1,660,0,0,0.6198532155740764,0
253210,301,765,6032,Lorient,18110,0,18.9,94,93,1015,15,234,2.89,1,719,0,0,0.6073992269464384,1
403104,564,853,9236,Barcelona,98787,1,26.1,25,89,1017,10,92,1.78,1,429,0,0,0.751485519349712,1
299831,384,802,510,Palermo,36349,1,25.0,50,65,1020,10,285,1.97,1,306,0,0,0.3015488734215522,1
403112,564,853,318243,Gijón,29600,1,21.6,16,70,1016,12,327,1.81,0,388,0,0,0.7662837837837838,0
299842,384,802,5515,Bologna,36532,1,27.8,31,50,1016,10,67,0.92,0,612,0,0,0.4900635059673711,0
299855,384,802,13977,Bergamo,26393,1,28.0,49,39,1015,10,141,2.58,0,175,1,0,0.4925548440874474,0
299866,384,802,443,Verona,42160,1,29.9,28,40,1015,10,112,3.06,0,407,0,0,0.2609108159392789,0
299881,384,802,1721,Milano,80018,1,29.3,3,39,1015,10,150,2.44,0,324,0,0,0.3537079157189632,1
299891,384,802,7189,Roma,72698,1,25.5,24,62,1015,10,60,5.42,0,396,0,0,0.3800654763542326,0
253264,301,765,6162,Nantes,37473,1,24.9,86,54,1016,23,236,3.33,0,607,0,0,0.5187201451711899,1
96677,82,219,2172,Bremen,42100,1,23.0,88,68,1017,10,339,3.08,0,547,0,0,0.936579572446556,1
403121,564,853,9240,Valencia,54000,1,28.8,10,55,1015,10,117,4.36,0,544,0,0,0.6812777777777778,1
253274,301,765,135,Rennes,29778,1,23.8,89,47,1015,24,241,4.5,0,154,0,0,0.691248572771845,0
2555,8,13,208,Swansea,20827,1,17.9,5,67,1013,24,163,7.89,0,260,0,1,1.0,0
96702,82,219,262,Mainz,34000,1,29.0,0,30,1014,10,230,3.11,0,97,0,0,0.8061176470588235,0
403132,564,853,9237,Granada,23156,1,30.9,12,34,1010,19,203,1.78,0,676,0,0,0.6859129383313181,1
403141,564,853,39,La Coruña,34611,1,19.3,25,87,1020,10,1,0.06,1,442,0,0,0.6445638669787062,1
253286,301,765,51,Nice,36178,1,24.7,88,53,1013,10,312,4.31,1,153,0,0,0.8622367184476754,0
299904,384,802,598,Pescara,23800,1,21.0,50,88,1015,10,220,1.5,1,530,0,0,0.8968487394957984,1
299914,384,802,7220,Empoli,19847,1,26.4,0,51,1014,10,358,0.44,1,302,0,0,0.3868594749836247,0
2566,8,13,212,Sunderland,48707,1,19.3,71,81,1009,38,167,5.39,1,194,0,0,0.8706346110415341,1
96728,82,219,1946,Cologne,50000,1,17.3,56,71,1010,10,175,2.36,1,473,0,0,0.944,0
403149,564,853,68,Sevilla,60721,1,28.3,7,35,1016,10,47,0.22,1,213,0,0,0.5943578004314817,0
299940,384,802,86,Genova,36599,1,22.3,27,67,1015,10,243,1.69,1,119,0,0,0.546463018115249,1
253297,301,765,633,Caen,21215,1,15.0,99,82,1020,10,280,6.22,1,197,0,0,0.034880980438369,1
2578,8,13,321614,London,41798,1,15.7,10,67,1016,45,323,5.11,1,287,0,0,0.9932054165271066,1
403160,564,853,293,Leganés,11454,1,21.0,10,43,1020,10,34,0.44,0,509,0,0,0.9566963506198708,1
96831,82,219,1618,Sinsheim,30164,1,19.9,95,59,1017,10,278,1.19,0,380,0,0,0.7722782124386686,0
96808,82,219,1610,Hamburg,57000,1,21.0,89,65,1013,10,40,6.86,0,300,0,0,0.9297894736842104,1
96749,82,219,53,Munich,75000,1,14.0,89,100,1000,8,250,7.69,0,59,0,0,1.0,0
96850,82,219,2169,Frankfurt am Main,51500,1,21.0,88,52,1013,10,300,3.61,0,159,0,0,0.8349514563106796,0
96783,82,219,2166,Dortmund,81365,1,18.4,99,72,1014,10,320,1.89,0,2825,0,0,0.9999385485159468,0
2589,8,13,199,Hull,25400,1,14.9,100,78,1022,15,27,3.75,0,244,0,0,0.887244094488189,1
2600,8,13,117,Leicester,32312,1,15.5,100,73,1022,39,3,3.86,0,149,0,0,0.9877444912106956,0
2622,8,13,119,West Bromwich,26445,1,16.6,78,67,1022,42,349,3.86,0,172,0,0,0.8398184912081679,0
2610,8,13,151,Manchester,55097,1,16.9,26,64,1023,36,350,3.28,0,307,0,0,0.9861698459081256,0
403171,564,853,5188,Madrid,54960,1,22.5,35,40,1018,12,70,2.58,0,382,1,0,0.8337154294032023,0
253307,301,765,4451,Monaco,18523,1,14.5,42,79,1009,26,20,0.89,0,858,0,1,0.3239216109701452,0
299953,384,802,7189,Roma,72698,1,23.0,49,66,1015,10,235,5.67,0,158,0,0,0.137555366034829,0
96871,82,219,180,Mönchengladbach,54057,1,19.1,88,72,1009,10,333,4.06,0,269,0,0,0.9992045433523872,0
403180,564,853,9242,Eibar,7083,1,16.9,65,71,1010,10,327,4.58,0,709,0,0,0.6021459833403925,0
2634,8,13,12,Liverpool,40569,1,16.0,27,68,1014,10,301,4.53,0,171,0,0,0.963149202593113,0
253359,301,765,339996,Toulouse,33150,1,18.1,93,49,1020,38,321,5.25,1,657,0,0,0.3652790346907994,0
253350,301,765,4478,Dijon,16098,1,14.8,99,83,1017,26,307,3.58,1,214,0,0,0.5178283016523791,0
253340,301,765,2081,Bordeaux,42115,1,17.0,2,63,1022,32,347,2.72,1,286,0,0,0.4304642051525584,1
253329,301,765,6032,Lorient,18110,0,16.5,7,66,1023,38,343,3.72,1,572,0,0,0.4928768636112645,0
253317,301,765,2046,Tomblaine,20087,1,17.8,0,65,1016,16,290,1.5,1,599,0,0,0.8480111514910141,0
299963,384,802,134,Napoli,60240,1,22.0,47,76,1014,10,211,2.0,1,471,0,0,0.3499833997343957,0
403190,564,853,1716,Las Palmas de Gran Canaria,31250,1,25.0,20,71,1016,13,40,18.9,1,1407,0,0,0.60736,0
403200,564,853,56,Pamplona,19800,1,13.9,44,88,1022,9,305,5.14,0,587,0,0,0.7502020202020202,0
299977,384,802,7224,Udine,25000,1,15.6,88,91,1018,10,52,1.11,0,188,0,0,0.6,1
2645,8,13,19,Watford,22200,1,17.7,60,71,1021,36,356,2.44,0,239,0,0,0.9512612612612612,0
300021,384,802,142,Torino,27994,1,16.8,60,75,1017,16,0,0.53,0,301,0,0,0.642994927484461,0
253371,301,765,126,Montpellier,22000,1,23.2,60,40,1014,47,315,6.94,0,273,0,0,0.5578181818181818,0
300000,384,802,598,Pescara,23800,1,23.0,50,68,1015,10,110,5.08,0,484,1,0,0.042016806722689,0
299988,384,802,128,Cagliari,16074,1,23.9,50,53,1016,10,294,4.67,0,721,1,0,0.933184023889511,0
300011,384,802,1613,Reggio nell'Emilia,21584,1,20.4,21,59,1009,8,270,2.61,0,139,0,0,0.5096367679762788,0
2656,8,13,201,London,25073,1,18.2,59,68,1020,31,319,2.28,0,227,0,0,0.9484704662385832,0
2666,8,13,167,Southampton,32505,1,19.1,73,67,1020,27,314,3.0,0,195,0,1,0.8948469466235963,0
96896,82,219,2165,Augsburg,30660,1,14.0,61,94,1015,6,240,4.08,0,268,0,0,0.851761252446184,1
403208,564,853,9162,Bilbao,53289,1,20.2,51,67,1023,10,314,5.06,0,473,0,0,0.7676443543695697,0
253382,301,765,6164,Saint-etienne,42000,1,13.2,91,91,1016,9,334,1.42,0,511,0,0,0.5296428571428572,0
2678,8,13,209,London,5000,1,17.3,89,74,1015,10,320,2.61,0,403,1,0,1.0,0
96912,82,219,1944,Berlin,74649,1,19.4,88,47,1015,10,61,4.61,0,436,0,0,0.6597677128963549,0
300035,384,802,1721,Milano,80018,1,21.9,33,51,1009,10,258,2.14,0,123,0,0,0.955822439951011,0
403218,564,853,2028,Villarreal,23500,1,23.4,25,42,1016,10,112,1.19,0,404,0,0,0.7954042553191489,0
253393,301,765,6159,Marseille,67394,1,18.8,50,60,1015,10,315,8.89,1,278,1,0,0.4831884143989079,0
403228,564,853,89,Cornella de Llobregat,40500,1,20.1,25,77,1018,10,21,0.25,1,496,0,0,0.7445185185185185,1
300047,384,802,7223,Firenze,47300,1,19.0,50,82,1016,10,300,1.5,1,226,0,0,0.5784143763213531,0
403238,564,853,1747,Vitoria-Gasteiz,19840,1,14.6,88,88,1017,10,354,2.06,1,468,0,0,0.8494959677419355,0
253403,301,765,184,Villeneuve d'Ascq,50186,1,18.0,0,61,1018,20,88,1.5,0,792,0,0,0.4647311999362372,1
96921,82,219,80,Wolfsburg,30000,1,15.0,0,67,1017,10,1,0.06,1,253,0,0,1.0,1
96948,82,219,2063,Freiburg im Breisgau,74649,1,16.1,0,58,1013,10,291,1.5,1,254,1,0,0.3215046417232649,0
403247,564,853,9233,Málaga,28963,1,23.9,27,63,1014,14,23,3.47,1,735,0,0,1.0,0
96930,82,219,111,Ingolstadt,15800,1,12.0,93,85,1019,10,260,0.72,1,253,0,0,0.9024683544303798,1
96939,82,219,66,Darmstadt,1565,1,10.0,50,76,1013,10,0,0.0,1,2829,1,0,1.0,0
300059,384,802,1721,Milano,80018,1,21.4,45,58,1016,10,32,1.14,1,476,0,0,0.3307255867429828,0
253413,301,765,131,Paris,47929,1,16.8,40,67,1018,23,121,1.64,1,269,0,0,0.8863944584698199,0
403258,564,853,177,Sevilla,45500,1,21.5,0,65,1015,10,207,2.86,1,3,0,0,0.8758021978021978,0
300068,384,802,5515,Bologna,36532,1,19.2,88,74,1016,10,52,2.08,1,188,0,0,0.4652907040402934,0
253478,301,765,1715,Guingamp,18378,1,16.9,54,70,1017,28,323,3.11,0,92,0,0,0.7168897594950484,0
253424,301,765,51,Nice,36178,1,19.0,83,78,1013,31,342,2.67,1,18,0,1,0.6044281054784676,0
253489,301,765,2042,Longeville-lès-Metz,26661,1,17.1,0,52,1018,27,79,3.83,1,693,0,0,0.5892877236412738,1
253436,301,765,6161,Décines-Charpieu,59186,1,18.8,5,61,1016,19,18,2.56,1,254,0,0,0.5439293076065286,0
253467,301,765,6162,Nantes,37473,1,20.1,2,59,1017,29,261,4.08,0,497,0,0,0.6404611320150508,0
253446,301,765,37,Furiani,16078,1,18.4,84,85,1013,9,333,3.89,1,717,0,0,0.5684164697101629,0
253457,301,765,6154,Angers,20000,1,21.8,0,49,1017,19,150,1.0,0,190,1,0,0.5252,0
96993,82,219,2171,Leipzig,42558,1,18.8,32,58,1018,10,166,4.37,1,417,0,0,1.0,0
96984,82,219,2172,Bremen,42100,1,17.9,88,72,1017,10,89,2.08,1,344,0,0,0.8814251781472684,1
403273,564,853,9239,Vigo,31800,1,17.2,84,73,1018,12,311,1.94,1,293,0,0,0.4673899371069182,0
96975,82,219,2138,Gelsenkirchen,62271,1,14.3,0,68,1010,10,79,1.03,1,70,0,0,0.9775979187743894,1
96966,82,219,1947,Leverkusen,30210,1,13.0,0,77,1012,10,164,1.0,1,412,0,0,0.7976497848394571,0
96957,82,219,53,Munich,75000,1,14.9,25,67,1000,9,167,3.03,1,491,0,0,1.0,0
403266,564,853,2020,Madrid,81044,1,25.5,18,18,1012,33,228,4.5,1,310,0,0,0.8307586002665219,0
300118,384,802,86,Genova,36599,1,20.0,27,69,1015,10,316,4.56,1,586,0,0,0.8060329517199923,0
300093,384,802,443,Verona,42160,1,16.0,49,77,1012,10,50,1.5,1,84,0,0,0.2846299810246679,0
300108,384,802,7220,Empoli,19847,1,19.1,50,73,1014,10,38,0.31,1,243,0,0,0.5317680253942662,1
300140,384,802,598,Pescara,23800,1,18.0,88,93,1015,8,250,1.5,1,603,0,0,0.6722689075630253,0
300150,384,802,7189,Roma,72698,1,20.0,4,81,1015,10,134,2.75,1,158,0,0,0.4401771713114528,0
300082,384,802,13977,Bergamo,26393,1,16.0,49,77,1017,10,50,1.5,1,892,1,0,0.5340052286591142,1
300128,384,802,118500,Torino,41507,1,17.9,89,59,1017,10,295,0.17,1,664,0,0,0.938371840894307,0
