id,league_id,season_id,venue_id,venue_city,venue_capacity,venue_surface_isgrass,temp,cloudcover,humidity,pressure,visibility,winddir,windspeed,night_game,travel_km,home_not_home,travel_outside_state,attendance_ratio,home_win,p_home_implied,p_draw_implied,p_away_implied
11868713,301,16043,4549,Nîmes,18482,1,20.4,39,85,1008,19,127,8.25,1,694,0,0,0.6595065469105075,0,0.41945687653363106,0.2906487889538708,0.2898943345124981
11937517,384,16415,118500,Torino,41507,1,14.0,92,95,1021,2,343,2.19,1,298,0,0,0.974799431421206,0,0.7051741352741346,0.18704192608803094,0.10778393863783442
11895892,564,16326,162,Palma de Mallorca,23000,1,22.3,3,80,1009,10,181,3.17,1,548,0,0,0.8815217391304347,0,0.15887945549218824,0.2191879438596154,0.6219326006481963
11895885,564,16326,1747,Vitoria-Gasteiz,19840,1,10.9,24,83,1009,10,157,1.53,0,502,0,0,0.8358870967741936,0,0.32477938680880536,0.3224537724755943,0.3527668407156003
11937523,384,16415,1613,Reggio nell'Emilia,21584,1,18.9,40,75,1017,10,5,1.14,0,147,0,0,0.8309395848776872,1,0.1575582029258123,0.23477444688082644,0.6076673501933614
11895893,564,16326,133,San Sebastián,32076,1,11.7,98,96,1009,11,253,6.44,0,743,0,0,0.873924429479985,0,0.5328254867282984,0.2477197545445817,0.21945475872711978
11868712,301,16043,2081,Bordeaux,42115,1,13.9,90,88,1005,29,321,3.19,0,394,0,0,0.6162174997031936,1,0.3828023685809782,0.3112392739031358,0.305958357515886
11937524,384,16415,7224,Udine,25000,1,16.6,18,80,1018,16,250,3.81,0,448,0,0,0.96196,0,0.32754498230162155,0.307239780640098,0.36521523705828035
11937522,384,16415,86,Genova,36599,1,21.1,86,75,1015,10,47,1.72,0,396,0,0,0.4653405830760403,0,0.26872027617872085,0.27820209905770904,0.4530776247635703
11937516,384,16415,160319,Cagliari,16233,1,25.8,27,69,1022,10,133,6.83,0,615,0,0,0.9240436148586212,0,0.45971679913145713,0.28652278846485785,0.253760412403685
11886117,82,16264,1946,Cologne,50000,1,13.1,82,93,1007,8,356,2.22,0,156,0,0,1.0,0,0.5721499925327835,0.21527422329868237,0.21257578416853393
11895889,564,16326,89,Cornella de Llobregat,40500,1,23.3,9,48,1008,21,283,5.0,0,241,0,0,0.5099506172839506,1,0.3213800705378111,0.28320049565837146,0.39541943380381744
11868716,301,16043,4451,Monaco,18523,1,19.0,71,85,1014,12,41,4.5,0,858,0,1,0.3651136424985153,0,0.5572532612381574,0.24585485012060646,0.19689188864123616
11867312,8,16036,206,Manchester,75635,1,11.0,89,76,1015,10,19,6.64,0,45,0,0,0.9749057975804852,0,0.23402400986804545,0.2724345090293873,0.49354148110256724
11886114,82,16264,1618,Sinsheim,30164,1,18.0,0,81,1007,34,53,1.47,1,288,0,0,0.9772245060336824,0,0.35836745991567337,0.26790794095072984,0.37372459913359685
11937521,384,16415,7175,Parma,27906,1,21.0,27,88,1016,10,71,1.53,1,118,0,0,0.5482333548340859,0,0.3549853939140613,0.29939478780222173,0.3456198182837171
11895886,564,16326,9162,Bilbao,53289,1,12.9,49,86,1012,10,285,1.03,0,234,0,0,0.6963350785340314,0,0.5301348994875642,0.2928375343686501,0.17702756614378565
11937519,384,16415,1721,Milano,80018,1,16.5,78,93,1018,8,105,3.61,1,933,0,0,0.6086505536254343,0,0.6679925012632159,0.20370802987371017,0.12829946886307406
11868714,301,16043,329348,Marseille,67000,1,19.9,64,83,1012,22,116,6.69,1,616,0,0,0.7492985074626866,0,0.5216876371378768,0.27964018515062544,0.19867217771149775
11895894,564,16326,177,Sevilla,45500,1,16.7,14,63,1015,10,258,2.78,1,543,0,0,0.7607032967032967,0,0.7295321271684828,0.1652944887063529,0.10517338412516436
11937515,384,16415,7133,Brescia,16743,1,18.9,47,85,1021,9,91,4.83,1,215,0,0,1.0,0,0.22145717231161127,0.2502706685623404,0.5282721591260483
11867313,8,16036,2,Sheffield,32702,1,7.3,48,88,1023,27,286,1.47,1,222,0,0,0.9410739404317778,0,0.2538335194139538,0.26796348054722796,0.4782030000388183
11886124,82,16264,262,Mainz,34000,1,11.0,0,93,1022,10,180,2.61,1,142,0,0,0.9411470588235294,0,0.3743249392041358,0.2654142224912751,0.36026083830458905
11868723,301,16043,6162,Nantes,37473,1,15.7,100,89,1019,10,169,2.47,1,801,0,1,0.818082352627225,1,0.3210031149563898,0.2912838912891953,0.387712993754415
11937529,384,16415,443,Verona,42160,1,15.0,0,93,1023,10,321,1.5,1,84,0,0,0.2716555977229601,1,0.3954545316838434,0.2934718208438611,0.3110736474722956
11867323,8,16036,167,Southampton,32505,1,14.7,72,92,1009,5,212,11.75,1,192,0,0,0.8848484848484849,1,0.3044365029832708,0.28784124465083727,0.4077222523658918
11895903,564,16326,2028,Villarreal,23500,1,18.1,0,64,1021,19,310,1.0,1,387,0,0,0.682936170212766,0,0.6092897261865887,0.23548310514839638,0.1552271686650147
11867320,8,16036,151,Manchester,55097,1,6.1,69,93,1024,6,339,3.53,0,110,0,0,0.9892734631649636,0,0.8926900349305347,0.07281987536405263,0.034490089705412556
11937531,384,16415,5047,Lecce,33876,1,23.5,46,78,1020,10,13,5.25,0,1012,0,0,0.7849509977565238,0,0.10758016041932715,0.19244103837837578,0.6999788012022969
11886127,82,16264,1571,Paderborn,15000,1,19.6,0,49,1013,10,226,3.97,0,695,0,0,0.9454666666666668,0,0.3875722478543081,0.2522924278600223,0.3601353242856695
11886126,82,16264,2138,Gelsenkirchen,62271,1,19.7,0,59,1012,10,187,6.42,0,27,0,0,0.993608581843876,0,0.2974524443030937,0.2719964454774345,0.4305511102194717
11886125,82,16264,2063,Freiburg im Breisgau,74649,1,18.0,0,63,1018,10,201,6.69,0,144,1,0,0.3215046417232649,0,0.215625972608946,0.2447432452277166,0.5396307821633375
11886123,82,16264,1944,Berlin,74649,1,18.0,0,63,1014,10,201,6.69,0,476,0,0,0.5988291872630578,1,0.4511642788825716,0.2599184951768115,0.288917225940617
11886119,82,16264,53,Munich,75000,1,18.4,0,65,1020,10,70,1.89,0,491,0,0,1.0,0,0.8628828339140777,0.09242084508584988,0.044696321000072224
11867324,8,16036,19,Watford,22200,1,15.0,69,94,1004,4,217,6.89,0,143,0,0,0.9378828828828828,0,0.4258654686439889,0.27143693797579826,0.30269759338021285
11867317,8,16036,480,Falmer,30750,1,15.4,37,92,1007,7,216,9.06,0,348,0,0,0.9928130081300812,0,0.3525102545206667,0.28929080677792224,0.35819893870141106
11867325,8,16036,214,London,66000,1,15.4,19,92,1005,5,216,7.17,0,227,0,0,0.9072424242424244,0,0.42803800764060657,0.2818380788812583,0.29012391347813526
11895899,564,16326,293,Leganés,11454,1,22.5,0,42,1018,10,258,0.69,0,552,0,0,0.8781211803736686,0,0.5391498154344803,0.2812782972916647,0.17957188727385495
11868726,301,16043,184,Villeneuve d'Ascq,50186,1,18.9,90,63,1015,10,190,8.75,0,695,0,0,0.7158370860399315,0,0.5083268752054367,0.2785746451334373,0.213098479661126
11937530,384,16415,1721,Milano,80018,1,16.4,0,69,1022,10,251,1.5,1,122,0,0,0.838261391186983,0,0.7380190836775736,0.17137881885840572,0.09060209746402073
11886120,82,16264,1947,Leverkusen,30210,1,15.0,0,67,1014,10,160,4.61,1,258,0,0,1.0,0,0.5624243404985555,0.23240198752793312,0.20517367197351152
11895904,564,16326,9323,Valladolid,27846,1,17.4,0,51,1021,15,291,4.07,0,254,0,0,0.719528837175896,0,0.3837872888817576,0.30672541108209117,0.3094873000361512
11867318,8,16036,200,Burnley,21401,1,4.8,16,92,1009,10,344,0.72,1,292,0,0,0.980094388112705,1,0.19523334448563717,0.23873733625109927,0.5660293192632636
11868725,301,16043,126,Montpellier,22000,1,16.6,0,82,1021,17,17,1.94,1,547,0,0,0.5762727272727273,0,0.4291461553116091,0.3024050272506672,0.2684488174377236
11868720,301,16043,323206,Brest,15097,1,12.0,99,98,1013,3,357,5.14,1,723,0,0,0.9427038484467112,0,0.4061451955940348,0.292919764054534,0.30093504035143126
11868717,301,16043,182,Strasbourg,29200,1,14.9,0,76,1019,44,232,2.69,1,541,0,0,0.8564041095890411,0,0.5022547593431729,0.2887284670675197,0.20901677358930754
11868724,301,16043,394,Reims,21029,1,16.4,0,67,1015,20,190,4.03,1,604,0,0,0.5862856055922774,0,0.5744822044596845,0.2616884410620365,0.16382935447827907
11868721,301,16043,6161,Décines-Charpieu,59186,1,18.1,3,63,1020,28,149,4.08,1,384,0,0,0.8260230459906059,0,0.663112011793394,0.21236576058355375,0.12452222762305225
11937528,384,16415,86,Genova,36599,1,18.6,0,80,1022,10,320,1.17,1,163,0,0,0.5723926883248176,0,0.4814293560136677,0.2642539854527795,0.25431665853355273
11895895,564,16326,140808,Madrid,67829,1,15.3,0,61,1020,25,176,0.56,1,319,0,0,0.8729452004304943,0,0.5601037511310397,0.2857075712937094,0.1541886775752508
11895897,564,16326,9239,Vigo,31800,1,18.8,0,69,1017,11,209,0.17,0,567,0,0,0.5661006289308176,1,0.3623901798864565,0.29025153964716516,0.34735828046637834
11937526,384,16415,5515,Bologna,36532,1,21.4,0,65,1019,10,60,1.5,0,188,0,0,0.6596682360670098,0,0.4950780200066401,0.2720231911459797,0.2328987888473803
11895898,564,16326,9237,Granada,23156,1,24.2,3,32,1017,10,285,1.5,0,213,0,0,0.819873898773536,0,0.383836882140471,0.2942896022039031,0.3218735156556259
11937533,384,16415,7316,Ferrara,17900,1,22.0,0,60,1019,10,74,0.03,0,493,0,0,0.8226815642458101,0,0.1437587029292114,0.21478449775603112,0.6414567993147576
11937534,384,16415,142,Torino,27994,1,18.6,34,64,1019,12,360,0.08,0,657,0,0,0.8216046295634779,0,0.5403310600884629,0.2547398741600209,0.2049290657515162
11867321,8,16036,449,Newcastle upon Tyne,52338,1,9.9,23,70,1020,14,279,6.56,0,268,0,0,0.8792655431999694,0,0.29622094692412554,0.3134922201046127,0.3902868329712617
11868718,301,16043,135,Rennes,29778,1,11.0,99,70,1021,24,41,5.17,0,558,0,0,0.769628584861307,0,0.5103259090743185,0.2681411379336931,0.22153295299198827
11937525,384,16415,13977,Bergamo,26393,1,22.0,0,56,1018,10,204,1.5,0,276,1,0,0.7076497556170197,0,0.6753834409473269,0.19973004537950145,0.12488651367317156
11886122,82,16264,80,Wolfsburg,30000,1,10.9,36,62,1019,10,259,4.97,0,457,0,0,0.7543333333333333,0,0.598525957809049,0.22959561956473978,0.17187842262621128
11895900,564,16326,2015,Valencia,26354,1,22.1,20,65,1020,15,141,3.22,0,292,0,0,0.7184488123245049,1,0.4136949970342924,0.28390656534766634,0.3023984376180412
11868719,301,16043,6164,Saint-etienne,42000,1,17.0,59,77,1019,17,14,1.44,1,518,0,0,0.4494523809523809,0,0.42510787401490396,0.2982484405312193,0.2766436854538768
11867316,8,16036,204,London,60272,1,10.4,6,64,1025,10,303,2.78,1,18,0,0,1.0,0,0.6485864267719308,0.20481674882593973,0.14659682440212946
11867319,8,16036,230,Liverpool,54074,1,8.8,31,75,1025,10,292,2.92,1,304,0,0,0.984243814032622,0,0.6481218748872337,0.20230593999196717,0.14957218512079903
11867322,8,16036,489,Norwich,27244,1,7.9,20,81,1024,10,263,3.47,1,259,0,0,0.995008075172515,1,0.2178831243380086,0.2612311112318833,0.5208857644301081
