id,result,league_id,season_id,venue_id,venue_city,attendance,venue_capacity,home_country_id,venue_surface_isgrass,temp,cloudcover,humidity,pressure,visibility,winddir,windspeed,night_game,travel_dist(km),colors_home_color,colors_away_color,home_not_home,travel_outside_state,attendance_ratio,season_name_codes
4772250,1,384,8557,7189,Roma,20000,72698,251,1,11.0,0,72,1019,10,290,1.69,1,465,GRN,GRN,0,0,0.275110732069658,1
4772160,0,384,8557,86,Genova,20343,36599,251,1,12.1,50,76,1014,10,143,0.08,1,396,BL,YE,0,0,0.5558348588759255,1
2020361,1,82,8026,2169,Frankfurt am Main,47500,51500,11,1,6.0,88,100,1014,10,230,1.5,1,202,BL,BL,0,0,0.9223300970873787,1
1726387,1,301,6405,4478,Dijon,12545,16098,17,1,5.0,99,100,1018,6,3,0.06,1,516,RE,BL,0,0,0.779289352714623,1
4194171,0,564,8442,9162,Bilbao,39331,53289,32,1,8.6,51,81,1029,10,310,6.19,1,39,RE,GRN,0,0,0.7380697704967254,1
4194168,0,564,8442,309970,La Coruña,20151,34600,32,1,9.3,53,90,1036,11,37,0.36,0,783,BL,BL,1,0,0.5823988439306358,1
2020357,0,82,8026,2166,Dortmund,81360,81365,11,1,7.2,47,76,1018,10,236,3.69,0,413,YE,RE,0,0,0.9999385485159467,1
2020358,0,82,8026,2171,Leipzig,42558,42558,11,1,7.0,50,87,1015,10,180,3.61,0,300,W,W,0,0,1.0,1
2020359,0,82,8026,1946,Cologne,49900,50000,11,1,8.4,36,68,1015,10,196,3.92,0,410,W,W,0,0,0.998,1
2020364,2,82,8026,1945,Stuttgart,56344,60449,11,1,7.0,50,81,1014,10,350,0.5,0,344,W,W,0,0,0.9320915151615411,1
2020356,1,82,8026,53,Munich,75000,75000,11,1,4.4,91,86,1013,5,60,2.39,0,231,RE,BL,0,0,1.0,1
4194169,2,564,8442,9240,Valencia,47034,54000,32,1,13.9,39,50,1026,19,58,4.97,0,305,W,W,0,0,0.871,1
1726392,1,301,6405,131,Paris,47248,47929,17,1,5.2,53,88,1033,19,216,3.78,1,592,BL,BL,0,0,0.9857914832356194,1
4772342,2,384,8557,1613,Reggio nell'Emilia,8852,21584,251,1,7.5,23,83,1032,8,230,1.61,1,134,GRN,W,0,0,0.4101186063750927,1
2020360,0,82,8026,2172,Bremen,40923,42100,11,1,5.0,88,81,1013,10,190,4.58,1,303,GRN,GRN,0,0,0.9720427553444181,1
4194173,0,564,8442,9233,Málaga,20912,28963,32,1,12.5,50,55,1015,10,163,1.97,1,853,GRN,RE,0,0,0.7220246521423885,1
1726394,1,301,6405,18207,Toulouse,16150,33150,17,0,4.6,4,88,1037,11,314,1.31,1,564,PU,BL,1,0,0.48717948717948717,1
1726391,1,301,6405,2042,Longeville-lès-Metz,14691,26661,17,1,3.8,97,99,1035,5,221,5.44,1,606,RE,W,0,0,0.5510295937886801,1
1726388,2,301,6405,1715,Guingamp,14738,18378,17,1,10.3,82,94,1032,11,221,4.39,1,190,RE,YE,0,0,0.8019370987049733,1
1726393,1,301,6405,6164,Saint-etienne,28646,42000,17,1,4.8,98,88,1037,12,206,1.5,1,549,GRN,BL,0,0,0.682047619047619,1
1726385,1,301,6405,251,Angers,11838,17835,17,1,7.4,1,79,1035,17,184,2.19,1,340,BL,W,0,0,0.6637510513036164,1
4194177,1,564,8442,2028,Villarreal,16960,23500,32,1,11.2,25,46,1017,10,346,1.89,1,404,YE,RE,0,0,0.7217021276595744,1
4772348,2,384,8557,443,Verona,13579,42160,251,1,7.0,50,93,1016,6,231,2.08,1,264,YE,YE,0,0,0.32208254269449715,1
4194176,1,564,8442,293,Leganés,10132,11454,32,1,10.3,37,55,1034,10,50,7.92,0,505,W,RE,0,0,0.8845818054828007,1
4772347,0,384,8557,7316,Ferrara,13098,17900,251,1,11.1,50,83,1020,10,274,1.08,0,208,W,BL,0,0,0.731731843575419,1
4772345,0,384,8557,7339,Crotone,8987,16108,251,1,11.9,48,81,1033,10,29,4.97,0,691,BL,RE,0,0,0.5579215296746958,1
4772344,1,384,8557,339714,Napoli,37227,54726,251,1,15.9,0,51,1014,10,178,2.53,0,470,RE,YE,1,0,0.680243394364653,1
4772343,1,384,8557,142,Torino,16257,27994,251,1,10.4,0,67,1013,15,272,0.83,0,726,RE,RE,0,0,0.5807315853397157,1
4772351,2,384,8557,86,Genova,18896,36599,251,1,14.9,0,69,1014,10,191,0.31,0,381,RE,GRN,0,0,0.5162982595152873,1
1726389,1,301,6405,184,Villeneuve d'Ascq,27462,50186,17,1,10.9,96,86,1032,26,231,6.69,0,405,RE,BL,0,0,0.5472043996333639,1
4772346,2,384,8557,7223,Firenze,22796,47300,251,1,14.6,0,64,1017,10,309,0.89,0,186,PU,W,0,0,0.48194503171247355,1
2020362,1,82,8026,1947,Leverkusen,25471,30210,11,1,11.0,50,71,1013,10,260,5.11,0,145,BL,BL,0,0,0.8431314134392586,1
4194175,1,564,8442,140808,Madrid,55363,67829,32,1,13.2,57,50,1032,26,50,4.19,0,1745,RE,YE,0,0,0.8162143036164472,1
1726386,1,301,6405,2081,Bordeaux,29310,42115,17,1,8.2,0,83,1040,10,95,2.11,0,444,BL,RE,0,0,0.6959515612014722,1
2020363,2,82,8026,1531,Hannover,34300,49000,11,1,9.5,89,70,1015,10,234,2.58,1,73,RE,GRN,0,0,0.7,1
4772349,1,384,8557,1721,Milano,50822,80018,251,1,6.0,44,97,1034,0,216,1.58,1,476,RE,W,0,0,0.6351320952785623,1
4194172,0,564,8442,177,Sevilla,34011,45500,32,1,13.9,0,52,1022,10,129,3.58,1,381,W,BL,0,0,0.7474945054945055,1
4194174,1,564,8442,9236,Barcelona,62369,98787,32,1,12.2,0,74,1012,10,246,0.0,1,429,BL,W,0,0,0.6313482543249618,1
4772350,2,384,8557,7189,Roma,29468,72698,251,1,7.4,0,95,1019,10,30,1.25,1,396,RE,W,0,0,0.40534815263143414,1
1726390,0,301,6405,329348,Marseille,51279,67000,17,1,8.1,8,70,1035,20,337,1.58,1,171,W,W,0,1,0.7653582089552239,1
4194170,1,564,8442,9239,Vigo,14667,31800,32,1,13.2,0,67,1031,11,337,0.06,1,588,GRN,RE,0,0,0.46122641509433965,1
1711044,0,8,6397,214,London,56911,66000,462,1,8.0,100,81,1017,7,220,4.11,1,16,RE,YE,0,0,0.8622878787878788,1
1711043,1,8,6397,208,Swansea,20819,20827,515,1,9.0,100,100,1021,5,233,9.25,1,265,W,YE,0,1,0.9996158832285015,1
1711042,2,8,6397,340,Huddersfield,24121,24500,462,1,3.6,19,86,1013,14,194,4.25,1,83,GRN,RE,0,0,0.9845306122448979,1
1711046,1,8,6397,12,Liverpool,38390,40569,462,1,4.0,29,80,1014,10,237,5.19,1,153,BL,GRN,0,0,0.9462890384283567,1
1711045,2,8,6397,321614,London,41464,41798,462,1,4.2,0,71,1017,10,240,5.5,1,142,BL,RE,0,0,0.9920091870424422,1
1711048,0,8,6397,167,Southampton,30034,32505,462,1,2.0,24,80,1020,10,240,3.67,1,92,RE,GRN,0,0,0.9239809260113828,1
1711047,0,8,6397,449,Newcastle upon Tyne,50174,52338,462,1,3.0,27,80,1018,10,270,6.69,1,138,BL,BL,0,0,0.958653368489434,1
1711050,0,8,6397,207,Stoke,27458,30089,462,1,1.9,63,87,997,21,245,5.64,1,192,RE,YE,0,0,0.9125594070922929,1
1711051,1,8,6397,1315,London,81978,90000,462,1,3.3,0,76,1001,21,242,4.33,1,252,W,RE,1,0,0.9108666666666667,1
1711049,1,8,6397,151,Manchester,53241,55097,462,1,2.7,55,85,996,21,243,5.64,1,110,GRN,GRN,0,0,0.9663139553877707,1
2020365,2,82,8026,1946,Cologne,50000,50000,11,1,3.0,55,97,1015,10,280,3.97,1,74,W,YE,0,0,1.0,1
1726398,1,301,6405,329348,Marseille,48525,67000,17,1,6.9,29,51,1021,10,333,10.69,1,652,W,W,0,0,0.7242537313432836,1
4194185,1,564,8442,133,San Sebastián,15626,32076,32,1,4.7,43,88,1018,11,133,2.06,1,521,GRN,BL,0,0,0.4871555056740242,1
4194184,1,564,8442,9242,Eibar,5311,7083,32,1,6.6,97,85,1015,12,225,4.28,0,709,BL,W,0,0,0.7498235211068757,1
1711055,0,8,6397,200,Burnley,21658,21401,462,1,1.0,88,96,1008,5,175,0.36,0,34,RE,BL,0,0,1.0,1
2020372,2,82,8026,262,Mainz,34000,34000,11,1,5.0,89,65,1013,10,210,2.61,0,316,RE,RE,0,0,1.0,1
2020369,2,82,8026,2138,Gelsenkirchen,62271,62271,11,1,3.7,88,85,1017,10,248,3.14,0,207,BL,BL,0,0,1.0,1
2020366,0,82,8026,1944,Berlin,32598,74649,11,1,1.0,89,86,1017,10,301,3.14,0,476,GRN,BL,0,0,0.43668367962062454,1
2020373,0,82,8026,80,Wolfsburg,24378,30000,11,1,1.0,97,85,1019,5,295,3.25,0,420,GRN,W,0,0,0.8126,1
2020367,0,82,8026,2063,Freiburg im Breisgau,24000,74649,11,1,1.0,89,86,1019,10,301,3.14,0,461,RE,W,1,0,0.3215046417232649,1
1711057,0,8,6397,117,Leicester,31179,32312,462,1,2.8,88,94,1006,17,47,1.39,0,220,BL,W,0,1,0.9649356276306016,1
1711061,2,8,6397,119,West Bromwich,25911,26445,462,1,3.5,81,95,1006,10,16,1.44,0,183,BL,BL,0,0,0.9798071469086784,1
1711054,1,8,6397,480,Falmer,30589,30750,462,1,3.8,39,93,1005,9,69,2.31,0,75,GRN,RE,0,0,0.9947642276422765,1
1711059,1,8,6397,206,Manchester,74742,75635,462,1,3.4,93,97,1006,6,5,2.36,0,41,RE,GRN,0,0,0.9881932967541482,1
1711052,1,8,6397,146,Bournemouth,10614,11700,462,1,6.1,60,92,1004,20,8,3.64,0,252,RE,GRN,0,0,0.9071794871794872,1
4194183,1,564,8442,68,Sevilla,50102,60721,32,1,14.0,0,41,1020,20,180,1.64,0,587,GRN,YE,0,0,0.8251181634031061,1
1726397,2,301,6405,184,Villeneuve d'Ascq,49082,50186,17,1,4.9,90,77,1005,15,155,1.44,1,209,RE,W,0,0,0.9780018331805683,1
4772361,0,384,8557,86,Genova,19035,36599,251,1,9.2,27,57,1021,10,151,2.64,1,124,BL,W,0,0,0.5200961774911883,1
1711053,1,8,6397,204,London,59306,60272,462,1,3.5,92,94,1015,9,35,1.22,1,286,RE,W,0,0,0.9839726572869657,1
2020368,2,82,8026,180,Mönchengladbach,49018,54057,11,1,3.8,88,86,1022,10,245,2.39,1,417,W,W,0,0,0.9067835802948739,1
4194178,1,564,8442,1747,Vitoria-Gasteiz,19437,19840,32,1,4.6,88,89,1021,9,250,2.22,1,502,BL,RE,0,0,0.9796875,1
1726403,2,301,6405,182,Strasbourg,24662,29200,17,1,2.6,89,78,1008,18,135,1.0,1,754,BL,W,0,0,0.8445890410958904,1
1726395,2,301,6405,294548,Amiens,9255,12097,17,1,3.1,80,94,1006,11,300,1.36,1,518,W,W,0,0,0.7650657187732496,1
1726401,2,301,6405,51,Nice,17231,36178,17,1,9.2,48,69,1005,31,87,6.5,1,464,RE,W,0,0,0.47628392945989273,1
1726400,1,301,6405,126,Montpellier,9549,22000,17,1,5.6,8,53,1009,52,296,3.47,1,547,BL,BL,0,0,0.43404545454545457,1
4194186,0,564,8442,2015,Valencia,23542,26354,32,1,12.2,0,41,1021,10,247,5.64,1,303,BL,W,0,0,0.8932989299537072,1
4772353,0,384,8557,1721,Milano,46807,80018,251,1,3.9,2,80,1021,10,120,2.11,1,530,BL,GRN,0,0,0.5849558849258917,1
4194181,0,564,8442,9351,Getafe,10701,17393,32,1,2.8,84,88,1010,10,355,5.53,0,4,BL,W,0,0,0.6152475133674467,1
4772358,2,384,8557,443,Verona,13579,42160,251,1,8.0,0,53,1022,10,191,1.86,0,407,BL,YE,0,0,0.32208254269449715,1
4772360,1,384,8557,160319,Cagliari,15986,16233,251,1,11.6,55,79,1025,10,155,0.33,0,615,RE,RE,0,0,0.9847840818086614,1
4772359,1,384,8557,118500,Torino,40400,41507,251,1,6.3,54,55,1023,10,34,1.17,0,242,W,GRN,0,0,0.973329799792806,1
4772354,2,384,8557,5515,Bologna,19301,36532,251,1,8.0,19,64,1015,10,111,2.17,0,79,RE,W,0,0,0.5283313259608015,1
4772352,1,384,8557,193,Bergamo,17392,26393,251,1,8.0,27,53,1014,10,190,2.58,0,105,GRN,YE,0,0,0.6589626037206835,1
1726402,2,301,6405,135,Rennes,28705,29778,17,1,5.1,99,60,1020,15,48,8.22,0,119,RE,RE,0,0,0.96396668681577,1
4772356,0,384,8557,7224,Udine,24000,25000,251,1,3.3,53,53,1016,32,359,2.36,0,324,W,W,0,0,0.96,1
1711056,0,8,6397,201,London,25746,25073,462,1,4.6,38,69,1026,42,31,5.14,0,411,BL,BL,0,0,1.0,1
2020370,1,82,8026,2165,Augsburg,27188,30660,11,1,2.2,48,66,1017,10,229,1.22,0,254,GRN,W,0,0,0.8867579908675799,1
4194179,0,564,8442,89,Cornella de Llobregat,23287,40500,32,1,9.0,96,83,1011,7,81,9.72,0,5,BL,GRN,0,0,0.5749876543209876,1
1726396,1,301,6405,633,Caen,16121,21215,17,1,4.7,88,62,1023,32,50,5.69,0,230,BL,YE,0,0,0.7598868724958756,1
1711058,0,8,6397,230,Liverpool,53213,54074,462,1,4.0,30,80,1007,10,22,3.61,1,304,RE,W,0,0,0.9840773754484595,1
2020371,0,82,8026,1610,Hamburg,46016,57000,11,1,1.0,94,93,1020,10,31,5.72,1,137,W,W,0,0,0.8072982456140351,1
4194182,1,564,8442,9345,Girona,9602,14286,32,1,7.1,100,82,1025,5,26,3.39,1,495,RE,RE,0,0,0.6721265574688506,1
4194180,1,564,8442,140808,Madrid,49596,67829,32,1,1.9,88,97,1021,9,2,5.33,1,297,RE,RE,0,0,0.7311916731781392,1
4772357,2,384,8557,106,Benevento,18000,12847,251,1,4.8,27,82,1015,10,360,1.25,1,59,W,RE,0,0,1.0,1
1726399,1,301,6405,4451,Monaco,10301,18523,75285,1,2.1,88,86,1016,19,66,2.03,1,297,RE,RE,0,1,0.5561194191005776,1
4772355,2,384,8557,7189,Roma,20000,72698,251,1,9.5,15,67,1016,10,102,2.69,1,396,GRN,W,0,0,0.275110732069658,1
4194187,1,564,8442,1716,Las Palmas de Gran Canaria,17424,31250,32,1,15.6,50,63,1021,13,335,6.69,1,1407,YE,RE,0,0,0.557568,1
1711060,1,8,6397,19,Watford,20157,22200,462,1,1.7,59,79,1023,17,38,2.5,1,24,YE,YE,0,0,0.907972972972973,1
2020376,1,82,8026,2171,Leipzig,34286,42558,11,1,-1.0,100,86,1027,6,90,1.5,1,352,W,W,0,0,0.805629963814089,1
4772368,2,384,8557,7223,Firenze,32563,47300,251,1,5.3,0,79,1024,10,57,0.86,1,325,PU,YE,0,0,0.6884355179704017,1
1726412,0,301,6405,6164,Saint-etienne,30162,42000,17,1,0.2,100,98,1020,2,360,0.28,1,256,GRN,BL,0,0,0.7181428571428572,1
4194194,0,564,8442,9162,Bilbao,33679,53289,32,1,7.6,51,71,1025,10,296,1.78,1,2021,RE,YE,0,0,0.6320066054908142,1
4194189,2,564,8442,2028,Villarreal,14984,23500,32,1,11.7,0,29,1018,20,9,3.64,0,387,YE,W,0,0,0.6376170212765957,1
1711070,1,8,6397,1315,London,83222,90000,462,1,6.0,97,94,1015,7,200,6.67,0,12,W,YE,1,0,0.9246888888888889,1
4772370,2,384,8557,7316,Ferrara,13100,17900,251,1,9.0,48,71,1012,6,310,2.08,0,208,W,W,0,0,0.7318435754189944,1
2020377,1,82,8026,1618,Sinsheim,24105,30164,11,1,3.2,90,69,1015,10,236,2.81,0,97,BL,BL,0,0,0.7991314149317067,1
2020381,1,82,8026,1531,Hannover,37800,49000,11,1,1.2,88,77,1038,4,191,0.61,0,239,RE,RE,0,0,0.7714285714285715,1
2020380,2,82,8026,1947,Leverkusen,25601,30210,11,1,4.0,89,86,1021,10,240,3.61,0,461,BL,GRN,0,0,0.8474346242965906,1
2020375,1,82,8026,2166,Dortmund,81360,81365,11,1,3.2,99,85,1016,9,232,3.28,0,286,YE,W,0,0,0.9999385485159467,1
2020379,1,82,8026,2169,Frankfurt am Main,47700,51500,11,1,3.0,88,74,1024,10,190,4.11,0,158,BL,W,0,0,0.9262135922330097,1
1711063,1,8,6397,12,Liverpool,39139,40569,462,1,8.5,79,93,1000,21,262,4.5,0,300,BL,YE,0,0,0.9647514111760211,1
1711068,0,8,6397,207,Stoke,29876,30089,462,1,7.7,88,95,1001,18,218,5.25,0,277,RE,GRN,0,0,0.9929210010302768,1
1711069,1,8,6397,208,Swansea,20176,20827,515,1,7.9,16,99,1005,3,250,9.03,0,265,W,BL,0,1,0.9687424977193066,1
1711071,1,8,6397,214,London,56197,66000,462,1,7.0,20,94,1007,4,204,7.19,0,29,RE,YE,0,0,0.851469696969697,1
4194196,2,564,8442,9233,Málaga,25482,28963,32,1,16.7,27,35,1019,19,324,8.06,0,412,GRN,GRN,0,0,0.87981217415323,1
1726414,2,301,6405,339996,Toulouse,31909,33150,17,1,6.1,9,53,1022,31,293,5.06,0,586,PU,W,0,0,0.9625641025641025,1
4772362,0,384,8557,7339,Crotone,3000,16108,251,1,6.9,96,92,998,7,349,10.61,1,957,BL,W,0,0,0.1862428606903402,1
4194188,2,564,8442,293,Leganés,9327,11454,32,1,7.8,25,44,1020,10,334,2.56,1,333,W,GRN,0,0,0.8143006809848088,1
2020374,1,82,8026,53,Munich,75000,75000,11,1,0.8,100,75,1023,9,230,1.28,1,494,RE,W,0,0,1.0,1
1711065,1,8,6397,151,Manchester,54416,55097,462,1,8.4,50,97,1014,10,3,1.72,1,119,GRN,GRN,0,0,0.9876399803982068,1
1726408,0,301,6405,1715,Guingamp,13988,18378,17,1,9.8,85,94,1010,17,222,6.53,1,214,RE,BL,0,0,0.7611274349766025,1
1726407,1,301,6405,4478,Dijon,11901,16098,17,1,2.0,99,80,1020,17,180,1.5,1,435,RE,W,0,0,0.7392843831531868,1
1726406,1,301,6405,2081,Bordeaux,19889,42115,17,1,6.9,95,76,1021,24,208,3.64,1,595,BL,W,0,0,0.472254541137362,1
1726405,2,301,6405,251,Angers,12759,17835,17,1,5.9,14,90,1016,18,197,5.11,1,745,BL,W,0,1,0.7153910849453322,1
1726410,2,301,6405,2042,Longeville-lès-Metz,12304,26661,17,1,-0.2,12,92,1018,11,209,4.83,1,636,RE,BL,0,0,0.46149806833952217,1
4772369,1,384,8557,339714,Napoli,35000,54726,251,1,6.2,0,60,1024,10,358,1.06,1,192,RE,W,1,0,0.6395497569710924,1
4194192,1,564,8442,2020,Madrid,63811,81044,32,1,6.5,25,54,1021,10,138,1.28,1,347,W,RE,0,0,0.7873624204136025,1
4194195,1,564,8442,177,Sevilla,33129,45500,32,1,12.2,0,53,1026,10,258,0.47,0,909,W,RE,0,0,0.7281098901098901,1
4772365,0,384,8557,1613,Reggio nell'Emilia,6000,21584,251,1,7.8,25,67,1021,10,300,1.31,0,622,GRN,RE,0,0,0.27798369162342473,1
1711064,1,8,6397,340,Huddersfield,23823,24500,462,1,1.2,17,87,1000,14,289,11.53,0,325,GRN,RE,0,0,0.9723673469387755,1
4772366,2,384,8557,443,Verona,10000,42160,251,1,7.9,48,52,1010,10,214,1.0,0,195,YE,W,0,0,0.23719165085388993,1
4772367,1,384,8557,86,Genova,16635,36599,251,1,11.7,50,66,1021,10,143,2.42,0,195,BL,W,0,0,0.4545206153173584,1
1726413,1,301,6405,182,Strasbourg,22926,29200,17,1,5.1,99,83,1007,25,213,4.69,0,272,BL,BL,0,0,0.7851369863013699,1
4772364,1,384,8557,1721,Milano,46915,80018,251,1,7.7,45,65,1010,9,82,2.06,0,204,BL,YE,0,0,0.58630558124422,1
4772371,1,384,8557,142,Torino,18000,27994,251,1,5.8,45,72,1023,12,52,1.25,0,448,RE,GRN,0,0,0.642994927484461,1
1711066,1,8,6397,449,Newcastle upon Tyne,52309,52338,462,1,2.9,28,75,998,18,278,8.58,0,174,BL,RE,0,0,0.9994459092819749,1
2020382,1,82,8026,1945,Stuttgart,53296,60449,11,1,4.0,89,86,1027,10,240,5.11,0,335,W,BL,0,0,0.8816688448113286,1
4194197,0,564,8442,9236,Barcelona,75861,98787,32,1,13.4,63,71,1014,22,139,3.61,0,506,BL,BL,0,0,0.7679249293935437,1
1726411,0,301,6405,6162,Nantes,22655,37473,17,1,6.9,97,80,1014,31,290,3.44,0,507,YE,W,0,0,0.6045686227417074,1
1711067,2,8,6397,167,Southampton,31915,32505,462,1,3.1,25,25,1011,10,275,1.94,1,301,RE,RE,0,0,0.9818489463159514,1
2020378,1,82,8026,2172,Bremen,38062,42100,11,1,4.0,50,70,1029,10,240,6.64,1,150,GRN,GRN,0,0,0.9040855106888361,1
4194193,0,564,8442,9239,Vigo,15649,31800,32,1,11.6,88,78,1024,9,317,0.08,1,904,GRN,RE,0,0,0.4921069182389937,1
4772363,1,384,8557,7189,Roma,31956,72698,251,1,5.4,0,61,1016,10,39,1.83,1,214,RE,RE,0,0,0.4395719277008996,1
4194191,1,564,8442,9240,Valencia,38199,54000,32,1,15.4,20,54,1021,10,229,2.81,1,2,W,BL,0,0,0.7073888888888888,1
1726409,2,301,6405,6161,Décines-Charpieu,39189,59186,17,1,4.7,97,76,1014,35,288,1.58,1,572,W,BL,0,0,0.6621329368431724,1
1711062,1,8,6397,321614,London,41071,41798,462,1,3.4,0,77,1012,27,200,4.08,1,167,BL,GRN,0,0,0.9826068232929805,1
4194190,2,564,8442,309970,La Coruña,20490,34600,32,1,5.2,0,79,1023,19,196,2.5,1,683,BL,RE,1,0,0.5921965317919076,1
2020384,2,82,8026,1944,Berlin,30908,74649,11,1,0.0,0,86,1017,10,249,3.64,1,447,GRN,BL,0,0,0.41404439443261126,1
1726420,1,301,6405,4451,Monaco,9170,18523,75285,1,5.1,100,83,1020,10,175,0.03,1,440,RE,W,0,1,0.4950601954327053,1
4194199,1,564,8442,9345,Girona,9142,14286,32,1,11.0,0,87,1020,5,355,0.06,1,582,RE,W,0,0,0.6399272014559709,1
4194204,2,564,8442,1716,Las Palmas de Gran Canaria,19161,31250,32,1,20.1,13,63,1023,10,25,10.56,0,1356,YE,W,0,0,0.613152,1
4772378,2,384,8557,7224,Udine,16000,25000,251,1,7.6,38,61,1017,8,200,3.97,0,465,W,YE,0,0,0.64,1
2020390,2,82,8026,1610,Hamburg,45691,57000,11,1,5.0,88,65,1020,10,80,1.89,0,346,W,W,0,0,0.8015964912280702,1
2020385,1,82,8026,2063,Freiburg im Breisgau,24000,74649,11,1,4.9,90,66,1019,10,310,1.47,0,303,RE,BL,1,0,0.3215046417232649,1
2020383,0,82,8026,1946,Cologne,48400,50000,11,1,5.6,47,58,1015,10,110,2.11,0,253,W,W,0,0,0.968,1
2020391,2,82,8026,80,Wolfsburg,30000,30000,11,1,4.8,84,58,1019,10,93,2.69,0,472,GRN,RE,0,0,1.0,1
4194201,2,564,8442,9242,Eibar,6760,7083,32,1,11.2,74,71,1027,18,344,5.58,0,429,BL,GRN,0,0,0.9543978540166596,1
1726423,1,301,6405,131,Paris,47059,47929,17,1,8.3,2,63,1022,26,354,2.08,0,406,BL,BL,0,0,0.9818481503891172,1
4772372,1,384,8557,443,Verona,5000,42160,251,1,5.0,88,86,1019,5,250,1.53,1,706,YE,RE,0,0,0.11859582542694497,1
2020387,1,82,8026,2138,Gelsenkirchen,60741,62271,11,1,3.4,0,66,1017,10,55,2.03,1,288,BL,BL,0,0,0.9754299754299754,1
4194205,1,564,8442,1747,Vitoria-Gasteiz,19453,19840,32,1,6.2,50,81,1021,10,333,2.47,1,468,BL,BL,0,0,0.9804939516129032,1
1726417,0,301,6405,633,Caen,16083,21215,17,1,3.8,0,85,1025,19,200,2.08,1,154,BL,BL,0,0,0.7580956870139053,1
1726424,1,301,6405,4588,Troyes,11337,20400,17,1,4.9,100,86,1024,15,254,0.53,1,176,BL,W,0,0,0.5557352941176471,1
1726421,0,301,6405,126,Montpellier,9936,22000,17,1,10.6,0,56,1021,57,297,4.53,1,769,BL,RE,0,0,0.4516363636363636,1
1726416,2,301,6405,251,Angers,11166,17835,17,1,5.1,0,80,1026,17,259,0.86,1,438,BL,W,0,0,0.6260723296888141,1
1726415,0,301,6405,294548,Amiens,8730,12097,17,1,4.4,0,78,1024,13,322,0.31,1,703,W,W,0,0,0.7216665288914607,1
4194202,2,564,8442,9233,Málaga,21134,28963,32,1,16.7,0,57,1021,10,283,6.58,1,469,GRN,RE,0,0,0.7296896039774885,1
4772376,1,384,8557,86,Genova,22629,36599,251,1,7.2,100,82,1021,10,6,1.25,1,119,RE,BL,0,0,0.6182955818464986,1
4194203,1,564,8442,133,San Sebastián,18189,32076,32,1,9.0,73,98,1026,10,221,3.19,0,444,GRN,BL,0,0,0.5670594837261503,1
4772377,2,384,8557,142,Torino,26000,27994,251,1,3.8,100,91,1023,0,213,0.44,0,8,RE,YE,0,0,0.928770450810888,1
4772380,1,384,8557,5515,Bologna,16271,36532,251,1,4.8,62,89,1020,3,262,1.86,0,58,RE,GRN,0,0,0.4453903427132377,1
1726422,0,301,6405,51,Nice,20966,36178,17,1,14.1,16,65,1014,32,189,5.78,0,787,RE,YE,0,0,0.5795234673005694,1
4772381,1,384,8557,339714,Napoli,35000,54726,251,1,11.8,88,87,1024,5,6,0.08,0,470,RE,RE,1,0,0.6395497569710924,1
4772373,1,384,8557,106,Benevento,10163,12847,251,1,6.5,69,95,1015,3,359,3.14,0,156,W,GRN,0,0,0.7910796294854829,1
2020389,2,82,8026,2165,Augsburg,30007,30660,11,1,-0.4,55,92,1017,4,38,3.06,0,133,GRN,W,0,0,0.9787018917155903,1
4194207,1,564,8442,140808,Madrid,60022,67829,32,1,13.7,11,33,1019,27,38,2.78,0,319,RE,RE,0,0,0.8849017381945775,1
1726418,0,301,6405,184,Villeneuve d'Ascq,39523,50186,17,1,7.8,47,66,1023,14,170,4.06,0,559,RE,RE,0,0,0.7875303869605069,1
4772374,0,384,8557,193,Bergamo,18029,26393,251,1,5.0,88,93,1021,5,180,2.61,1,249,GRN,W,0,0,0.6830977910809685,1
2020386,2,82,8026,180,Mönchengladbach,54018,54057,11,1,4.0,0,65,1025,10,123,2.03,1,82,W,YE,0,0,0.9992785393196071,1
4194206,0,564,8442,89,Cornella de Llobregat,19688,40500,32,1,11.6,0,74,1020,10,16,0.81,1,241,BL,YE,0,0,0.4861234567901235,1
4772379,1,384,8557,1721,Milano,46594,80018,251,1,6.0,90,81,1021,9,121,3.11,1,119,RE,W,0,0,0.582293983853633,1
4194200,2,564,8442,68,Sevilla,53486,60721,32,1,15.4,0,73,1022,10,230,1.42,1,397,GRN,W,0,0,0.8808484708749856,1
1726419,1,301,6405,329348,Marseille,47287,67000,17,1,6.2,8,61,1017,32,3,2.72,1,510,W,W,0,0,0.7057761194029851,1
2020388,1,82,8026,2169,Frankfurt am Main,45100,51500,11,1,2.0,88,64,1024,10,100,2.61,1,298,BL,W,0,0,0.8757281553398059,1
4772375,1,384,8557,7189,Roma,18000,72698,251,1,7.7,70,91,1016,10,22,2.25,1,407,GRN,W,0,0,0.24759965886269222,1
4194198,1,564,8442,9351,Getafe,8367,17393,32,1,10.9,1,57,1017,10,12,6.19,1,470,BL,RE,0,0,0.48105559707928475,1
1726404,0,301,6405,4588,Troyes,11803,20400,17,1,1.8,56,91,1021,13,21,7.49,1,131,BL,W,0,0,0.578578431372549,1
4194127,2,564,8442,293,Leganés,11423,11454,32,1,8.5,0,46,1020,9,23,1.97,1,14,W,W,0,0,0.9972935219137419,1
2020398,0,82,8026,262,Mainz,25173,34000,11,1,-1.0,0,50,1013,10,30,8.81,1,324,RE,GRN,0,0,0.7403823529411765,1
