id,time,lat,lon,temp,precip,cloudcover,humidity,pressure,sunset,visibility,winddir,windgust,windspeed
255155,2017-01-28T20:00:00,47.748747,-3.369367,4.5,0.0,0.0,95.56,1017.9,2017-01-28T18:08:07+01:00,12.5,268.0,13.3,6.5
255188,2017-01-28T20:00:00,48.107458,-1.712839,4.2,0.0,1.0,89.95,1017.8,2017-01-28T18:00:26+01:00,18.2,200.0,11.1,7.5
255178,2017-01-28T20:00:00,47.4695,-0.55402,7.8,0.0,0.6,75.95,1018.8,2017-01-28T17:57:40+01:00,19.9,249.0,29.4,11.0
404906,2017-01-28T20:45:00,40.3404,-3.7607,5.6,0.0,,81.67,,2017-01-28T18:28:42+01:00,10.0,218.0,0.0,2.0
301808,2017-01-28T20:45:00,45.478025,9.124206,1.8,0.0,25.3,76.25,,2017-01-28T17:24:30+01:00,4.7,228.0,,5.1
404914,2017-01-29T12:00:00,37.356483,-5.981768,11.2,0.0,0.0,86.39,1028.1,2017-01-29T18:45:06+01:00,10.0,35.0,13.0,6.5
301813,2017-01-29T12:30:00,45.04175,7.650014,4.6,0.0,100.0,84.36,,2017-01-29T17:32:59+01:00,0.0,44.0,5.0,0.0
255198,2017-01-29T15:00:00,43.705139,7.192583,13.8,0.0,37.8,66.33,1022.8,2017-01-29T17:38:12+01:00,31.4,124.0,12.0,7.2
301843,2017-01-29T15:00:00,44.416431,8.952428,12.7,0.0,0.0,70.57,,2017-01-29T17:29:23+01:00,10.0,141.0,12.1,4.0
301838,2017-01-29T15:00:00,46.081603,13.200136,3.4,0.0,1.5,44.16,1024.5,2017-01-29T17:08:00+01:00,36.5,344.0,11.9,5.7
301818,2017-01-29T15:00:00,39.22977,9.12129,15.0,0.0,48.7,65.36,,2017-01-29T17:40:45+01:00,10.0,157.0,13.0,3.7
301822,2017-01-29T15:00:00,39.079167,17.116667,3.7,0.0,34.8,81.26,,2017-01-29T17:09:04+01:00,3.4,76.0,,16.9
301828,2017-01-29T15:00:00,43.780822,11.282258,11.5,0.0,0.3,57.62,1023.2,2017-01-29T17:21:38+01:00,10.2,360.0,6.5,2.3
301833,2017-01-29T15:00:00,44.714722,10.649722,6.6,0.0,9.2,54.69,1024.8,2017-01-29T17:21:49+01:00,8.9,327.0,,2.8
98160,2017-01-29T15:30:00,52.514477,13.239358,6.0,0.0,0.0,56.49,,2017-01-29T16:47:46+01:00,10.0,196.0,,12.6
404926,2017-01-29T16:15:00,41.34786,2.075622,12.8,0.0,9.7,63.43,1023.5,2017-01-29T18:04:17+01:00,22.3,240.0,,24.3
255212,2017-01-29T17:00:00,43.59884,1.43786,13.6,0.0,0.0,37.23,1020.4,2017-01-29T18:01:30+01:00,36.9,112.0,20.4,12.9
98169,2017-01-29T17:30:00,50.001053,8.245478,,0.0,,,,,,,,
404936,2017-01-29T18:30:00,43.263476,-2.94815,13.7,0.0,25.0,73.39,,2017-01-29T18:19:53+01:00,10.0,134.0,1.4,10.1
301848,2017-01-29T20:45:00,40.827967,14.193008,7.0,0.0,0.0,63.85,,2017-01-29T17:16:57+01:00,10.0,31.0,,6.8
404945,2017-01-29T20:45:00,40.453068,-3.688354,8.4,0.0,50.0,92.81,,2017-01-29T18:29:22+01:00,8.0,258.0,20.9,9.8
255222,2017-01-29T21:00:00,48.841389,2.253056,6.6,0.0,54.4,87.04,1017.0,2017-01-29T17:43:56+01:00,15.5,164.0,28.7,13.4
404955,2017-01-30T20:45:00,28.10505,-15.41948,,0.0,,,,,,,,
6214,2017-01-31T20:45:00,51.642763,-3.934579,9.3,0.0,44.3,100.0,,2017-01-31T17:03:16Z,1.8,30.0,,6.9
6173,2017-01-31T20:45:00,51.55505,-0.108046,7.2,0.0,90.2,100.0,,2017-01-31T16:48:14Z,4.6,93.0,,12.6
6161,2017-01-31T20:45:00,50.735278,-1.838333,11.0,0.0,99.8,93.61,,2017-01-31T16:57:49Z,3.1,180.0,,16.7
6195,2017-01-31T20:45:00,54.578333,-1.216944,6.0,0.0,62.8,93.97,,2017-01-31T16:41:51Z,2.8,175.0,,19.6
6185,2017-01-31T20:45:00,53.789167,-2.230278,7.2,0.0,52.1,96.28,,2017-01-31T16:48:54Z,2.2,190.0,,10.8
6206,2017-01-31T20:45:00,54.91443,-1.388159,5.7,0.0,88.9,97.58,,2017-01-31T16:41:13Z,4.9,48.0,16.2,5.6
6225,2017-01-31T21:00:00,53.430622,-2.960919,8.4,0.0,80.3,94.83,1008.6,2017-01-31T16:53:09Z,5.2,52.0,,5.0
6237,2017-02-01T20:45:00,51.538736,-0.016552,11.0,0.0,70.9,87.7,,2017-02-01T16:49:44Z,9.0,200.0,46.4,20.5
301697,2017-02-01T20:45:00,42.455278,14.229444,7.0,0.0,0.0,93.31,,2017-02-01T17:16:59+01:00,10.0,146.0,0.0,1.8
6247,2017-02-01T21:00:00,53.46315,-2.291444,9.5,0.0,80.0,85.71,997.4,2017-02-01T16:52:18Z,48.1,169.0,51.8,27.2
6256,2017-02-01T21:00:00,52.988419,-2.175398,8.4,0.0,76.7,90.93,998.5,2017-02-01T16:53:31Z,32.6,175.0,51.8,27.1
98178,2017-02-03T20:30:00,53.587357,9.899214,3.5,0.0,37.0,96.39,,2017-02-03T17:06:59+01:00,3.0,115.0,,7.6
255232,2017-02-03T20:45:00,49.109813,6.159511,8.3,0.0,48.4,82.23,,2017-02-03T17:35:45+01:00,10.0,184.0,28.5,18.4
404965,2017-02-04T13:00:00,36.734209,-4.426602,19.5,0.0,45.3,52.28,1024.2,2017-02-04T18:46:37+01:00,14.6,358.0,17.4,0.9
6268,2017-02-04T13:30:00,51.481579,-0.191094,7.9,0.0,47.7,80.03,,2017-02-04T16:56:05Z,10.0,250.0,,7.1
98224,2017-02-04T15:30:00,49.23906,8.88775,7.7,0.0,25.0,70.64,,2017-02-04T17:26:09+01:00,10.0,100.0,,12.5
98198,2017-02-04T15:30:00,51.175213,6.383958,6.9,0.0,88.5,87.45,,2017-02-04T17:30:40+01:00,7.2,108.0,,14.6
98187,2017-02-04T15:30:00,48.218777,11.624748,6.6,0.0,,75.82,,2017-02-04T17:17:54+01:00,10.0,358.0,,8.1
98215,2017-02-04T15:30:00,50.933445,6.876095,6.3,0.0,69.8,81.43,,2017-02-04T17:29:24+01:00,10.0,119.0,,17.8
98207,2017-02-04T15:30:00,52.514477,13.239358,3.8,0.0,57.3,94.43,,2017-02-04T16:59:05+01:00,4.1,96.0,,11.5
6323,2017-02-04T16:00:00,51.649836,-0.401486,8.2,0.0,24.1,67.13,998.9,2017-02-04T16:56:25Z,41.3,239.0,,7.3
6337,2017-02-04T16:00:00,52.509068,-1.963892,7.0,0.0,5.0,66.66,997.6,2017-02-04T17:00:00Z,45.6,188.0,,10.3
6313,2017-02-04T16:00:00,50.905833,-1.391111,7.4,0.0,49.4,70.09,999.1,2017-02-04T17:02:36Z,26.8,201.0,,12.6
6304,2017-02-04T16:00:00,53.746111,-0.367778,7.0,0.0,1.2,70.98,997.3,2017-02-04T16:49:33Z,18.0,219.0,,9.6
6291,2017-02-04T16:00:00,53.438801,-2.966328,7.0,0.0,7.3,70.46,995.9,2017-02-04T17:01:00Z,29.1,160.0,,9.7
6280,2017-02-04T16:00:00,51.398333,-0.085556,7.7,0.0,4.4,73.01,999.1,2017-02-04T16:55:54Z,37.6,235.0,,5.9
404974,2017-02-04T16:15:00,41.38089,2.122813,17.2,0.0,71.2,63.82,1012.5,2017-02-04T18:11:37+01:00,41.8,160.0,17.5,6.4
255243,2017-02-04T17:00:00,43.727606,7.415614,6.6,0.0,25.8,75.74,1006.8,2017-02-04T17:45:29+01:00,31.8,157.0,3.0,1.4
6346,2017-02-04T18:30:00,51.390098,0.021055,5.3,0.0,27.5,86.08,,2017-02-04T16:55:30Z,10.0,178.0,,12.1
404983,2017-02-04T18:30:00,40.40483,-3.72174,11.1,0.0,52.1,87.67,,2017-02-04T18:36:58+01:00,7.1,205.0,40.6,22.8
98235,2017-02-04T18:30:00,51.492493,7.451885,6.3,0.0,49.4,79.78,,2017-02-04T17:25:26+01:00,10.0,90.0,13.0,7.9
255286,2017-02-04T20:00:00,47.324383,5.068342,5.8,0.0,13.4,71.53,1008.6,2017-02-04T17:46:27+01:00,33.8,230.0,32.0,9.5
255264,2017-02-04T20:00:00,50.631111,3.1375,5.0,0.0,56.5,98.49,1001.4,2017-02-04T17:45:16+01:00,5.6,289.0,21.6,12.9
255296,2017-02-04T20:00:00,48.566285,-3.164599,5.1,0.0,67.7,86.56,999.6,2017-02-04T18:16:13+01:00,29.5,182.0,18.6,5.9
255275,2017-02-04T20:00:00,43.622222,3.811944,10.5,0.0,69.1,66.54,1012.0,2017-02-04T18:00:09+01:00,31.3,223.0,16.2,9.2
255254,2017-02-04T20:00:00,44.897222,-0.561667,10.7,0.0,97.7,83.87,1006.4,2017-02-04T18:14:48+01:00,21.0,201.0,31.1,16.5
301853,2017-02-04T20:45:00,44.492314,11.309667,7.0,0.0,88.8,98.45,,2017-02-04T17:28:12+01:00,4.0,251.0,15.3,11.4
404993,2017-02-04T20:45:00,39.474602,-0.358257,16.9,0.0,88.0,60.72,,2017-02-04T18:25:18+01:00,10.0,244.0,19.7,12.2
405003,2017-02-05T12:00:00,37.384046,-5.970592,16.2,0.0,45.8,60.07,1027.8,2017-02-05T18:52:44+01:00,10.0,308.0,27.4,8.8
301858,2017-02-05T12:30:00,45.478025,9.124206,3.9,0.0,81.7,98.84,,2017-02-05T17:36:09+01:00,2.1,37.0,,11.2
6356,2017-02-05T14:30:00,53.483176,-2.20038,6.6,0.0,92.4,80.85,,2017-02-05T16:59:45Z,10.0,326.0,4.7,0.7
301873,2017-02-05T15:00:00,44.416431,8.952428,5.6,0.2,54.5,82.84,,2017-02-05T17:39:13+01:00,10.0,359.0,35.5,16.0
301883,2017-02-05T15:00:00,45.435356,10.968647,5.9,0.0,88.3,87.06,1006.0,2017-02-05T17:28:51+01:00,9.8,50.0,,16.8
301863,2017-02-05T15:00:00,45.708889,9.680833,5.0,0.0,70.2,87.01,1005.1,2017-02-05T17:33:23+01:00,8.0,341.0,16.2,7.6
255306,2017-02-05T15:00:00,43.59884,1.43786,8.8,0.0,40.4,72.79,1007.6,2017-02-05T18:11:04+01:00,19.4,267.0,67.1,38.6
301878,2017-02-05T15:00:00,43.726389,10.955,12.1,0.0,30.3,95.24,1003.0,2017-02-05T17:32:42+01:00,5.9,344.0,0.0,1.1
301868,2017-02-05T15:00:00,42.455278,14.229444,18.0,0.0,34.4,48.62,,2017-02-05T17:22:15+01:00,10.0,150.0,3.2,9.3
98244,2017-02-05T15:30:00,48.322971,10.885949,8.0,0.0,7.4,51.7,,2017-02-05T17:22:13+01:00,10.0,66.0,,16.2
405012,2017-02-05T16:15:00,43.536284,-5.637397,12.3,0.0,96.8,60.64,1020.1,2017-02-05T18:39:32+01:00,19.7,289.0,40.3,20.4
255319,2017-02-05T17:00:00,47.255631,-1.525375,8.0,0.0,93.6,75.47,1004.8,2017-02-05T18:14:35+01:00,23.4,330.0,64.6,36.0
6366,2017-02-05T17:00:00,52.620278,-1.142222,4.2,0.0,61.3,91.53,1008.6,2017-02-05T16:58:16Z,13.1,328.0,,9.3
98253,2017-02-05T17:30:00,50.068779,8.64629,,0.0,,,,,,,,
301888,2017-02-05T18:00:00,38.152767,13.342275,16.0,0.0,49.3,57.93,1012.7,2017-02-05T17:34:04+01:00,10.5,209.0,17.6,21.8
405021,2017-02-05T18:30:00,43.301376,-1.973602,7.8,0.0,32.7,83.95,,2017-02-05T18:25:22+01:00,9.1,155.0,25.1,7.8
301892,2017-02-05T20:45:00,45.109444,7.641111,2.9,0.0,89.2,88.75,,2017-02-05T17:42:55+01:00,5.3,117.0,6.0,2.3
255329,2017-02-05T21:00:00,45.460833,4.390278,4.9,0.0,97.8,75.51,1004.6,2017-02-05T17:55:08+01:00,27.5,189.0,10.0,5.5
405033,2017-02-06T20:45:00,37.152966,-3.595736,10.0,0.0,,60.58,,2017-02-06T18:44:44+01:00,10.0,76.0,3.5,1.1
255339,2017-02-07T19:00:00,43.622222,3.811944,11.9,0.0,75.9,50.62,1016.8,2017-02-07T18:04:15+01:00,30.1,303.0,28.6,18.5
255351,2017-02-07T19:00:00,49.179461,-0.396767,6.8,0.0,62.2,82.61,1018.1,2017-02-07T18:08:31+01:00,24.6,270.0,15.0,11.2
301897,2017-02-07T20:45:00,41.933886,12.454786,8.7,0.0,0.0,82.41,,2017-02-07T17:33:00+01:00,10.0,82.0,,5.8
255363,2017-02-07T21:00:00,48.841389,2.253056,6.4,0.0,53.6,73.18,1017.9,2017-02-07T17:58:45+01:00,24.4,301.0,15.9,7.6
301642,2017-02-08T18:00:00,39.079167,17.116667,5.0,0.0,28.0,79.02,1016.4,2017-02-08T17:20:45+01:00,10.0,17.0,,9.6
255418,2017-02-08T19:00:00,49.109813,6.159511,4.0,0.0,99.3,92.3,1024.5,2017-02-08T17:44:07+01:00,4.9,8.0,14.4,5.9
255395,2017-02-08T19:00:00,45.75322,4.97318,6.8,0.0,98.8,71.24,1021.7,2017-02-08T17:56:34+01:00,34.5,349.0,39.3,15.4
255407,2017-02-08T19:00:00,47.4695,-0.55402,6.6,0.0,0.9,80.02,1027.2,2017-02-08T18:14:54+01:00,19.9,330.0,9.4,3.7
255374,2017-02-08T19:00:00,47.748747,-3.369367,6.3,0.0,6.3,79.01,1028.5,2017-02-08T18:25:31+01:00,30.5,331.0,10.7,6.0
255385,2017-02-08T19:00:00,43.705139,7.192583,9.9,0.0,61.2,76.64,1014.1,2017-02-08T17:51:55+01:00,15.4,275.0,14.7,6.8
301647,2017-02-08T20:45:00,44.492314,11.309667,5.2,0.0,50.0,76.36,,2017-02-08T17:33:51+01:00,10.0,64.0,7.0,2.6
255428,2017-02-08T21:00:00,43.27197,5.39114,8.8,0.0,85.4,63.05,1015.6,2017-02-08T18:00:00+01:00,39.5,332.0,57.3,32.7
98262,2017-02-10T20:30:00,50.001053,8.245478,,0.0,,,,,,,,
255450,2017-02-10T20:45:00,44.897222,-0.561667,6.0,0.0,25.0,75.88,,2017-02-10T18:23:24+01:00,10.0,35.0,3.2,9.1
405052,2017-02-10T20:45:00,41.34786,2.075622,9.5,0.0,43.3,73.45,,2017-02-10T18:19:27+01:00,10.0,343.0,,1.3
301902,2017-02-10T20:45:00,40.827967,14.193008,10.8,0.0,7.0,79.13,,2017-02-10T17:31:50+01:00,10.0,11.0,,4.9
405063,2017-02-11T13:00:00,37.356483,-5.981768,11.9,0.0,57.8,82.22,1006.7,2017-02-11T18:59:22+01:00,19.5,76.0,6.5,7.5
6377,2017-02-11T13:30:00,51.55505,-0.108046,2.1,0.0,90.1,91.11,,2017-02-11T17:08:23Z,3.4,24.0,34.8,16.4
98300,2017-02-11T15:30:00,53.4005292,49.5018821,,0.0,,,,,,,,
98291,2017-02-11T15:30:00,53.066394,8.837628,-1.0,0.0,88.0,80.32,,2017-02-11T17:28:36+01:00,7.0,80.0,22.7,20.4
98309,2017-02-11T15:30:00,51.345833,12.348056,0.2,0.0,88.1,78.95,,2017-02-11T17:19:01+01:00,9.0,71.0,,21.5
98272,2017-02-11T15:30:00,51.037704,7.002651,,0.0,,,,,,,,
98281,2017-02-11T15:30:00,48.743317,11.483741,5.0,0.0,1.6,60.7,,2017-02-11T17:28:38+01:00,10.0,100.0,,9.4
6400,2017-02-11T16:00:00,54.578333,-1.216944,3.0,0.0,71.2,94.62,1027.7,2017-02-11T17:04:36Z,6.9,56.0,53.9,30.2
6389,2017-02-11T16:00:00,53.46315,-2.291444,3.3,0.0,85.8,88.5,1026.2,2017-02-11T17:12:05Z,19.1,48.0,,14.4
6411,2017-02-11T16:00:00,52.988419,-2.175398,1.7,0.0,90.4,94.89,1025.7,2017-02-11T17:12:55Z,6.6,46.0,,14.9
6419,2017-02-11T16:00:00,54.91443,-1.388159,3.1,0.0,78.1,95.24,1029.1,2017-02-11T17:04:17Z,7.8,50.0,53.2,30.8
6431,2017-02-11T16:00:00,51.538736,-0.016552,2.8,0.0,19.4,84.45,1022.3,2017-02-11T17:08:04Z,4.4,26.0,,13.6
405071,2017-02-11T16:15:00,42.837167,-2.688294,6.9,0.0,93.8,75.79,1013.9,2017-02-11T18:37:10+01:00,14.9,106.0,11.2,13.9
255461,2017-02-11T17:00:00,48.566285,-3.164599,3.8,0.0,79.0,77.31,1019.5,2017-02-11T18:27:42+01:00,23.3,22.0,32.4,19.5
405081,2017-02-11T18:30:00,43.263476,-2.94815,8.9,0.0,49.8,87.38,,2017-02-11T18:37:27+01:00,6.0,92.0,4.7,7.0
6442,2017-02-11T18:30:00,53.430622,-2.960919,4.7,0.0,52.2,81.78,,2017-02-11T17:14:51Z,10.0,28.0,,14.5
98319,2017-02-11T18:30:00,51.553673,7.07057,1.3,0.0,37.8,85.79,,2017-02-11T17:39:38+01:00,5.2,59.0,,10.6
255514,2017-02-11T20:00:00,43.727606,7.415614,1.6,0.0,72.9,84.73,1020.8,2017-02-11T17:55:06+01:00,18.8,47.0,11.4,6.8
255504,2017-02-11T20:00:00,43.59884,1.43786,9.0,0.0,91.2,70.65,1013.5,2017-02-11T18:19:16+01:00,15.2,342.0,8.7,6.0
255482,2017-02-11T20:00:00,50.631111,3.1375,0.9,0.0,96.8,87.51,1019.9,2017-02-11T17:57:40+01:00,3.1,49.0,14.8,7.6
255471,2017-02-11T20:00:00,48.6955,6.210687,2.8,0.0,99.7,95.13,1018.9,2017-02-11T17:49:52+01:00,5.4,359.0,7.6,0.0
255493,2017-02-11T20:00:00,47.324383,5.068342,0.2,0.0,99.5,98.2,1019.4,2017-02-11T17:57:24+01:00,3.1,358.0,7.8,0.3
405090,2017-02-11T20:45:00,42.796677,-1.637141,6.0,0.0,50.2,93.29,,2017-02-11T18:33:02+01:00,10.0,0.0,,1.8
301907,2017-02-11T20:45:00,43.780822,11.282258,6.9,0.0,25.4,76.01,,2017-02-11T17:39:31+01:00,10.0,130.0,,3.5
405100,2017-02-12T12:00:00,39.944119,-0.103474,15.5,0.0,0.1,68.98,1009.8,2017-02-12T18:32:57+01:00,15.9,41.0,22.2,9.4
301914,2017-02-12T12:30:00,39.079167,17.116667,,0.0,,,,,,,,
6453,2017-02-12T14:30:00,53.789167,-2.230278,0.8,0.0,87.2,96.26,,2017-02-12T17:12:56Z,5.0,296.0,14.4,7.9
301932,2017-02-12T15:00:00,45.04175,7.650014,4.8,0.0,72.8,83.27,,2017-02-12T17:53:07+01:00,4.9,15.0,,0.3
255526,2017-02-12T15:00:00,48.107458,-1.712839,3.1,0.0,100.0,86.1,1013.8,2017-02-12T18:24:30+01:00,5.0,50.0,24.6,14.3
301923,2017-02-12T15:00:00,44.714722,10.649722,7.5,0.0,38.7,75.22,1028.8,2017-02-12T17:41:43+01:00,4.0,321.0,,6.0
301929,2017-02-12T15:00:00,45.478025,9.124206,8.6,0.0,78.1,79.1,1028.4,2017-02-12T17:46:23+01:00,6.5,238.0,12.1,6.8
301918,2017-02-12T15:00:00,38.152767,13.342275,14.9,0.0,49.5,67.91,1025.6,2017-02-12T17:41:54+01:00,10.5,45.0,9.7,13.4
98329,2017-02-12T15:30:00,52.431561,10.803541,0.1,0.0,90.8,71.81,,2017-02-12T17:24:19+01:00,8.2,97.0,,18.3
405110,2017-02-12T16:15:00,40.3404,-3.7607,9.1,0.0,91.3,93.15,1000.7,2017-02-12T18:46:58+01:00,8.2,32.0,,2.3
6463,2017-02-12T17:00:00,51.642763,-3.934579,3.4,0.0,15.5,83.8,1020.1,2017-02-12T17:25:20Z,10.0,70.0,60.7,41.4
255537,2017-02-12T17:00:00,45.460833,4.390278,13.0,0.0,5.1,51.24,1016.9,2017-02-12T18:05:22+01:00,31.1,159.0,38.4,18.2
98338,2017-02-12T17:30:00,52.514477,13.239358,-2.0,0.0,88.2,68.62,,2017-02-12T17:14:21+01:00,9.2,78.0,,17.3
301936,2017-02-12T18:00:00,44.416431,8.952428,7.7,0.0,52.7,78.46,1024.8,2017-02-12T17:49:04+01:00,10.0,30.0,36.6,18.3
405119,2017-02-12T18:30:00,28.10505,-15.41948,,0.0,,,,,,,,
405128,2017-02-12T20:45:00,40.40483,-3.72174,10.6,0.0,88.0,78.24,,2017-02-12T18:46:42+01:00,10.0,121.0,37.1,18.9
301940,2017-02-12T20:45:00,39.22977,9.12129,14.4,0.0,47.3,83.75,,2017-02-12T17:57:09+01:00,10.0,51.0,28.8,13.2
255547,2017-02-12T21:00:00,47.255631,-1.525375,7.8,0.0,93.5,82.66,1009.8,2017-02-12T18:25:31+01:00,9.7,76.0,38.8,26.1
301944,2017-02-13T20:45:00,41.933886,12.454786,10.9,0.0,33.5,75.95,,2017-02-13T17:40:41+01:00,10.0,57.0,,6.5
405139,2017-02-13T20:45:00,43.181728,-2.475875,8.8,0.0,25.0,88.06,,2017-02-13T18:38:22+01:00,10.0,33.0,7.9,1.7
6475,2017-02-13T21:00:00,50.735278,-1.838333,6.9,0.0,10.4,72.82,1018.1,2017-02-13T17:20:54Z,8.8,89.0,59.4,21.0
98347,2017-02-17T20:30:00,48.322971,10.885949,3.5,0.0,23.6,90.93,,2017-02-17T17:41:39+01:00,10.0,248.0,,10.1
301948,2017-02-17T20:45:00,45.109444,7.641111,11.3,0.0,89.2,62.56,,2017-02-17T18:00:10+01:00,10.0,28.0,4.3,2.3
405150,2017-02-17T20:45:00,37.152966,-3.595736,11.3,0.0,25.0,75.27,,2017-02-17T18:56:28+01:00,10.0,263.0,0.8,0.0
255558,2017-02-17T20:45:00,42.6514,9.442619,8.2,0.0,25.0,91.45,,2017-02-17T17:56:45+01:00,10.0,238.0,,8.2
405159,2017-02-18T13:00:00,43.536284,-5.637397,11.7,0.0,95.2,96.84,1022.7,2017-02-18T18:57:08+01:00,14.6,90.0,0.0,0.1
98385,2017-02-18T15:30:00,49.23906,8.88775,8.2,0.0,88.0,60.14,,2017-02-18T17:49:37+01:00,10.0,10.0,,7.5
98367,2017-02-18T15:30:00,50.001053,8.245478,,0.0,,,,,,,,
98376,2017-02-18T15:30:00,52.514477,13.239358,4.0,0.0,82.3,86.8,,2017-02-18T17:25:45+01:00,10.0,274.0,,6.8
98396,2017-02-18T15:30:00,50.068779,8.64629,,0.0,,,,,,,,
98357,2017-02-18T15:30:00,51.492493,7.451885,7.6,0.0,89.0,64.27,,2017-02-18T17:51:03+01:00,10.0,232.0,13.0,5.8
405168,2017-02-18T16:15:00,40.453068,-3.688354,13.4,0.0,61.5,55.38,1018.0,2017-02-18T18:53:40+01:00,11.6,195.0,,4.9
255568,2017-02-18T17:00:00,43.27197,5.39114,15.7,0.0,68.0,58.69,1021.2,2017-02-18T18:13:22+01:00,24.7,224.0,21.0,13.6
301952,2017-02-18T18:00:00,45.708889,9.680833,8.0,0.0,0.5,81.21,1023.4,2017-02-18T17:52:28+01:00,5.0,200.0,13.0,11.1
405178,2017-02-18T18:30:00,43.3713,-8.396,10.6,0.0,49.4,83.02,,2017-02-18T19:08:25+01:00,10.0,14.0,19.4,2.5
98405,2017-02-18T18:30:00,53.587357,9.899214,,0.0,,,,,,,,
255611,2017-02-18T20:00:00,49.109813,6.159511,3.2,0.0,0.0,84.21,1026.9,2017-02-18T18:00:47+01:00,12.3,66.0,16.3,11.4
255578,2017-02-18T20:00:00,47.748747,-3.369367,6.1,0.0,0.0,84.41,1024.3,2017-02-18T18:41:21+01:00,10.1,34.0,8.6,3.0
255588,2017-02-18T20:00:00,47.4695,-0.55402,8.6,0.0,0.0,67.0,1024.2,2017-02-18T18:30:33+01:00,19.9,80.0,13.0,5.4
255599,2017-02-18T20:00:00,49.179461,-0.396767,8.0,0.0,0.0,74.34,1024.9,2017-02-18T18:26:54+01:00,14.0,130.0,11.3,6.5
405187,2017-02-18T20:45:00,37.384046,-5.970592,16.0,0.0,25.0,67.75,,2017-02-18T19:06:44+01:00,10.0,264.0,7.8,2.0
301956,2017-02-18T20:45:00,43.726389,10.955,8.3,0.0,0.0,63.32,,2017-02-18T17:50:25+01:00,10.0,318.0,1.4,0.4
405196,2017-02-19T12:00:00,43.301376,-1.973602,13.9,0.0,73.9,77.95,1029.3,2017-02-19T18:44:07+01:00,10.2,266.0,30.1,11.3
301960,2017-02-19T12:30:00,44.492314,11.309667,6.8,0.0,49.8,81.13,,2017-02-19T17:49:13+01:00,3.0,320.0,10.7,5.7
255621,2017-02-19T15:00:00,44.897222,-0.561667,15.6,0.0,3.2,41.46,1027.5,2017-02-19T18:36:09+01:00,25.1,327.0,23.3,16.2
301973,2017-02-19T15:00:00,46.081603,13.200136,4.8,0.0,0.0,48.19,1023.3,2017-02-19T17:39:14+01:00,36.5,18.0,21.0,11.8
301963,2017-02-19T15:00:00,44.416431,8.952428,13.3,0.0,47.9,64.88,1023.3,2017-02-19T17:58:46+01:00,10.0,174.0,17.2,6.9
301966,2017-02-19T15:00:00,42.455278,14.229444,12.0,0.0,0.0,54.07,,2017-02-19T17:40:26+01:00,10.0,20.0,14.4,18.3
301969,2017-02-19T15:00:00,45.435356,10.968647,9.0,0.0,0.7,70.4,1023.3,2017-02-19T17:49:10+01:00,5.2,173.0,,5.5
98414,2017-02-19T15:30:00,51.175213,6.383958,8.0,0.0,88.7,86.62,,2017-02-19T17:57:45+01:00,10.0,259.0,,9.9
405205,2017-02-19T16:15:00,39.474602,-0.358257,13.9,0.0,32.4,72.66,1025.5,2017-02-19T18:42:45+01:00,13.1,81.0,14.4,13.8
255642,2017-02-19T17:00:00,45.75322,4.97318,13.9,0.0,6.2,46.89,1024.4,2017-02-19T18:12:42+01:00,27.0,7.0,15.3,7.9
255630,2017-02-19T17:00:00,43.622222,3.811944,13.7,0.0,0.0,70.94,1023.8,2017-02-19T18:20:30+01:00,23.1,219.0,30.0,19.3
98424,2017-02-19T17:30:00,50.933445,6.876095,7.9,0.0,94.7,84.09,,2017-02-19T17:56:14+01:00,10.0,279.0,,12.5
301976,2017-02-19T18:00:00,41.933886,12.454786,10.5,0.0,0.0,63.07,1022.3,2017-02-19T17:48:15+01:00,11.3,260.0,,11.1
405215,2017-02-19T18:30:00,42.211852,-8.739721,18.3,0.0,,54.14,,2017-02-19T19:12:44+01:00,10.0,11.0,0.0,0.3
301978,2017-02-19T20:45:00,45.478025,9.124206,4.5,0.0,0.0,93.58,,2017-02-19T17:56:30+01:00,5.4,252.0,,5.1
405225,2017-02-19T20:45:00,41.38089,2.122813,12.4,0.0,43.8,81.93,,2017-02-19T18:30:21+01:00,10.0,49.0,,3.3
255656,2017-02-19T21:00:00,48.841389,2.253056,9.5,0.0,54.4,76.41,1025.4,2017-02-19T18:18:32+01:00,14.9,254.0,17.0,8.6
405234,2017-02-20T20:45:00,36.734209,-4.426602,14.4,0.0,,78.17,,2017-02-20T19:03:22+01:00,10.0,77.0,4.7,13.1
255111,2017-02-21T18:30:00,49.179461,-0.396767,10.9,0.0,88.1,87.54,,2017-02-21T18:31:52+01:00,10.0,250.0,,33.4
404577,2017-02-22T18:45:00,39.474602,-0.358257,15.6,0.0,,44.14,,2017-02-22T18:46:08+01:00,10.0,162.0,0.5,1.1
255666,2017-02-24T19:00:00,47.255631,-1.525375,7.1,0.0,5.3,62.33,1022.2,2017-02-24T18:43:57+01:00,29.1,345.0,18.0,3.0
98432,2017-02-24T20:30:00,52.431561,10.803541,1.9,0.0,27.4,97.24,,2017-02-24T17:46:55+01:00,10.0,278.0,,18.4
255677,2017-02-24T20:45:00,43.705139,7.192583,12.3,0.0,52.6,78.45,,2017-02-24T18:13:28+01:00,10.0,24.0,2.4,20.8
405244,2017-02-24T20:45:00,28.10505,-15.41948,,0.0,,,,,,,,
405252,2017-02-25T13:00:00,42.837167,-2.688294,11.6,0.0,49.7,56.37,1020.1,2017-02-25T18:55:18+01:00,17.5,176.0,,3.0
