id,time,lat,lon,temp,precip,cloudcover,humidity,pressure,sunset,visibility,winddir,windgust,windspeed
251728,2016-08-12T20:00:00,42.6514,9.442619,23.9,0.0,27.8,48.54,1022.7,2016-08-12T20:27:50+02:00,30.1,21.0,17.1,11.0
251738,2016-08-12T20:30:00,43.727606,7.415614,17.9,0.0,25.0,73.33,,2016-08-12T20:38:13+02:00,10.0,312.0,11.2,3.3
2188,2016-08-13T13:30:00,53.746111,-0.367778,20.2,0.0,54.4,62.66,,2016-08-13T20:34:07+01:00,10.0,315.0,19.4,12.1
2208,2016-08-13T16:00:00,51.398333,-0.085556,22.2,0.0,38.5,62.28,1022.3,2016-08-13T20:25:42+01:00,43.0,243.0,,15.4
2234,2016-08-13T16:00:00,50.905833,-1.391111,21.3,0.0,51.3,67.64,1023.1,2016-08-13T20:29:30+01:00,36.2,247.0,,20.6
2225,2016-08-13T16:00:00,54.578333,-1.216944,19.0,0.0,63.9,61.13,1019.7,2016-08-13T20:40:19+01:00,39.3,279.0,,26.6
2216,2016-08-13T16:00:00,53.438801,-2.966328,17.7,0.0,70.3,71.11,1023.2,2016-08-13T20:43:30+01:00,16.8,289.0,,25.7
2197,2016-08-13T16:00:00,53.789167,-2.230278,16.7,0.0,58.8,71.61,1021.9,2016-08-13T20:41:42+01:00,36.0,283.0,,18.3
251748,2016-08-13T17:00:00,44.897222,-0.561667,33.7,0.0,0.0,25.35,1020.0,2016-08-13T21:11:08+02:00,21.1,54.0,21.6,9.6
2244,2016-08-13T18:30:00,53.483176,-2.20038,17.0,0.0,25.5,63.39,,2016-08-13T20:40:35+01:00,10.0,292.0,,21.6
251760,2016-08-13T20:00:00,43.622222,3.811944,23.5,0.0,0.0,47.79,1023.1,2016-08-13T20:50:54+02:00,41.4,214.0,25.0,14.0
252147,2016-08-13T20:00:00,47.324383,5.068342,28.0,0.0,0.0,45.06,1021.1,2016-08-13T20:54:16+02:00,26.5,170.0,14.7,7.5
252536,2016-08-13T20:00:00,49.179461,-0.396767,19.9,0.0,0.0,73.03,1024.3,2016-08-13T21:20:47+02:00,13.1,5.0,22.3,12.9
252926,2016-08-13T20:00:00,49.109813,6.159511,26.7,0.0,0.0,45.37,1021.6,2016-08-13T20:54:25+02:00,24.9,284.0,22.1,13.8
2254,2016-08-14T14:30:00,50.735278,-1.838333,23.7,0.0,50.0,44.7,,2016-08-14T20:28:53+01:00,10.0,313.0,13.8,6.5
252938,2016-08-14T15:00:00,48.6955,6.210687,28.2,0.0,0.0,34.37,1020.6,2016-08-14T20:51:21+02:00,37.1,310.0,27.7,12.9
2263,2016-08-14T17:00:00,51.55505,-0.108046,22.4,0.0,3.6,44.71,1025.1,2016-08-14T20:24:17+01:00,41.3,41.0,,12.1
252948,2016-08-14T17:00:00,43.705139,7.192583,27.0,0.0,0.0,56.65,1021.1,2016-08-14T20:36:04+02:00,32.0,168.0,12.6,9.2
252959,2016-08-14T20:45:00,43.27197,5.39114,25.0,0.0,,39.95,,2016-08-14T20:42:23+02:00,10.0,239.0,,12.3
2277,2016-08-15T21:00:00,51.481579,-0.191094,17.8,0.0,4.9,62.75,1022.8,2016-08-15T20:22:26+01:00,45.7,106.0,,13.5
252969,2016-08-19T20:45:00,45.75322,4.97318,24.9,0.0,,54.57,,2016-08-19T20:41:01+02:00,10.0,30.0,,4.3
401484,2016-08-19T20:45:00,36.734209,-4.426602,31.9,0.0,,46.71,,2016-08-19T21:03:26+02:00,10.0,217.0,9.0,3.7
2286,2016-08-19T21:00:00,53.46315,-2.291444,16.1,0.0,65.9,89.64,1000.3,2016-08-19T20:27:56+01:00,29.1,155.0,,15.1
401493,2016-08-19T22:00:00,43.3713,-8.396,19.0,0.0,0.0,77.65,1017.2,2016-08-19T21:29:59+02:00,13.0,254.0,4.7,13.1
2295,2016-08-20T13:30:00,52.988419,-2.175398,18.0,0.0,90.7,72.58,,2016-08-20T20:23:59+01:00,10.0,202.0,,36.3
2334,2016-08-20T16:00:00,52.509068,-1.963892,17.7,0.0,74.6,79.09,1001.7,2016-08-20T20:21:54+01:00,26.8,200.0,59.8,29.6
2315,2016-08-20T16:00:00,51.390098,0.021055,18.0,0.0,52.2,66.8,1007.4,2016-08-20T20:11:11+01:00,28.4,231.0,53.4,32.5
2306,2016-08-20T16:00:00,51.642763,-3.934579,16.6,0.0,13.4,83.12,1004.1,2016-08-20T20:27:36+01:00,14.3,249.0,87.4,70.1
2344,2016-08-20T16:00:00,53.789167,-2.230278,16.9,0.0,57.8,82.53,996.9,2016-08-20T20:26:21+01:00,28.3,214.0,52.7,34.1
2324,2016-08-20T16:00:00,51.649836,-0.401486,17.7,0.0,65.5,71.28,1006.3,2016-08-20T20:13:30+01:00,27.7,236.0,52.7,31.8
252980,2016-08-20T17:00:00,47.255631,-1.525375,22.0,0.0,33.0,51.83,1017.5,2016-08-20T21:08:13+02:00,18.5,258.0,51.5,31.6
299579,2016-08-20T18:00:00,41.933886,12.454786,28.4,0.0,6.9,57.06,,2016-08-20T20:02:38+02:00,10.0,219.0,,14.4
401502,2016-08-20T18:15:00,41.38089,2.122813,26.0,0.0,15.8,69.26,1015.7,2016-08-20T20:43:00+02:00,12.4,75.0,17.6,12.2
2353,2016-08-20T18:30:00,52.620278,-1.142222,17.1,0.0,88.0,75.45,,2016-08-20T20:18:54+01:00,10.0,213.0,41.4,28.9
253023,2016-08-20T20:00:00,47.4695,-0.55402,19.6,0.0,0.2,53.48,1018.1,2016-08-20T21:04:46+02:00,19.9,240.0,48.2,20.5
253012,2016-08-20T20:00:00,43.59884,1.43786,19.9,0.0,95.8,64.75,1022.1,2016-08-20T20:49:30+02:00,33.9,233.0,15.9,9.6
253002,2016-08-20T20:00:00,50.631111,3.1375,19.8,0.0,1.0,58.93,1012.7,2016-08-20T20:56:56+02:00,13.1,240.0,35.0,20.3
252990,2016-08-20T20:00:00,47.748747,-3.369367,18.1,0.0,7.1,68.6,1018.3,2016-08-20T21:16:36+02:00,15.8,266.0,51.4,30.4
253036,2016-08-20T20:00:00,48.107458,-1.712839,19.8,0.0,89.2,52.87,1016.7,2016-08-20T21:10:43+02:00,26.9,250.0,42.8,21.9
401513,2016-08-20T20:15:00,37.152966,-3.595736,31.5,0.0,0.0,35.01,1011.8,2016-08-20T20:59:25+02:00,20.0,285.0,22.2,8.8
299590,2016-08-20T20:45:00,45.109444,7.641111,22.7,0.0,76.4,83.36,,2016-08-20T20:27:26+02:00,4.7,17.0,4.9,3.0
401524,2016-08-20T22:15:00,37.384046,-5.970592,28.3,0.0,0.0,47.68,1015.2,2016-08-20T21:09:14+02:00,10.0,223.0,14.4,7.1
2362,2016-08-21T14:30:00,54.91443,-1.388159,18.3,0.0,50.0,77.41,,2016-08-21T20:23:48+01:00,10.0,300.0,16.2,11.7
253046,2016-08-21T15:00:00,48.566285,-3.164599,20.5,0.0,81.9,61.15,1024.1,2016-08-21T21:15:36+02:00,18.4,274.0,38.8,25.1
2373,2016-08-21T17:00:00,51.538736,-0.016552,21.0,0.0,7.7,53.88,1018.9,2016-08-21T20:09:37+01:00,46.1,264.0,42.5,23.5
253058,2016-08-21T17:00:00,45.460833,4.390278,21.9,0.0,52.8,41.99,1023.2,2016-08-21T20:39:22+02:00,28.7,31.0,34.7,15.7
299602,2016-08-21T18:00:00,45.478025,9.124206,28.2,0.0,5.0,48.78,1012.9,2016-08-21T20:20:29+02:00,10.0,255.0,22.0,10.9
401535,2016-08-21T18:15:00,43.536284,-5.637397,22.3,0.0,0.0,66.65,1024.2,2016-08-21T21:16:02+02:00,15.7,60.0,35.3,17.6
401544,2016-08-21T20:15:00,43.301376,-1.973602,19.8,0.0,10.5,70.07,1026.3,2016-08-21T21:01:00+02:00,36.4,2.0,22.8,8.1
299638,2016-08-21T20:45:00,45.435356,10.968647,25.0,0.0,50.0,73.74,,2016-08-21T20:13:03+02:00,10.0,268.0,,5.5
299616,2016-08-21T20:45:00,45.708889,9.680833,25.0,0.0,0.0,61.16,,2016-08-21T20:18:41+02:00,10.0,280.0,,9.3
299660,2016-08-21T20:45:00,44.416431,8.952428,24.9,0.0,27.3,75.95,,2016-08-21T20:19:16+02:00,10.0,131.0,5.7,2.8
299649,2016-08-21T20:45:00,43.726389,10.955,26.7,0.0,0.0,62.17,,2016-08-21T20:10:04+02:00,10.0,280.0,1.4,1.2
299685,2016-08-21T20:45:00,42.455278,14.229444,26.0,0.0,26.9,83.54,,2016-08-21T19:54:51+02:00,10.0,70.0,1.4,5.4
253068,2016-08-21T20:45:00,48.841389,2.253056,19.1,0.0,25.0,53.81,,2016-08-21T20:54:32+02:00,10.0,310.0,,10.0
299628,2016-08-21T20:45:00,44.492314,11.309667,24.7,0.0,49.9,76.7,,2016-08-21T20:09:59+02:00,10.0,81.0,4.6,6.4
299674,2016-08-21T20:45:00,38.152767,13.342275,26.4,0.0,0.0,70.96,,2016-08-21T19:51:48+02:00,10.0,301.0,2.0,2.7
401554,2016-08-21T22:15:00,40.40483,-3.72174,27.1,0.0,0.0,30.03,1018.1,2016-08-21T21:03:20+02:00,12.0,360.0,,0.1
401564,2016-08-22T20:00:00,42.211852,-8.739721,26.7,0.0,0.0,40.83,1019.0,2016-08-22T21:24:40+02:00,19.5,228.0,1.4,0.4
401573,2016-08-22T22:00:00,39.474602,-0.358257,25.5,0.0,14.3,68.67,1022.3,2016-08-22T20:47:03+02:00,10.1,38.0,3.2,3.7
95781,2016-08-26T20:30:00,48.218777,11.624748,22.0,0.0,0.0,73.29,,2016-08-26T20:06:14+02:00,10.0,60.0,,1.8
253080,2016-08-26T20:45:00,43.27197,5.39114,27.1,0.0,,45.23,,2016-08-26T20:23:19+02:00,10.0,188.0,,8.7
401582,2016-08-26T20:45:00,37.356483,-5.981768,35.4,0.0,,30.76,,2016-08-26T21:01:01+02:00,10.0,219.0,10.3,3.6
401591,2016-08-26T22:00:00,41.34786,2.075622,23.8,0.0,8.4,72.46,1018.3,2016-08-26T20:33:53+02:00,21.6,297.0,4.7,1.9
2382,2016-08-27T13:30:00,51.390098,0.021055,24.2,0.0,1.1,63.68,,2016-08-27T19:56:20+01:00,10.0,73.0,,22.8
95790,2016-08-27T15:30:00,51.492493,7.451885,29.1,0.0,2.4,45.55,,2016-08-27T20:26:51+02:00,10.0,69.0,,9.7
95800,2016-08-27T15:30:00,50.933445,6.876095,32.5,0.0,16.8,44.39,,2016-08-27T20:28:05+02:00,8.9,106.0,,10.5
96108,2016-08-27T15:30:00,50.068779,8.64629,35.0,0.0,0.0,28.39,,2016-08-27T20:19:25+02:00,10.0,,,7.6
95810,2016-08-27T15:30:00,53.587357,9.899214,25.3,0.0,0.0,51.65,,2016-08-27T20:21:21+02:00,10.0,43.0,,13.0
95819,2016-08-27T15:30:00,48.322971,10.885949,29.4,0.0,0.0,36.63,,2016-08-27T20:07:24+02:00,9.6,12.0,,9.0
2429,2016-08-27T16:00:00,50.905833,-1.391111,21.5,0.0,59.6,80.14,1013.3,2016-08-27T20:01:03+01:00,16.5,207.0,,14.4
2438,2016-08-27T16:00:00,51.649836,-0.401486,24.2,0.0,63.8,61.05,1013.0,2016-08-27T19:58:31+01:00,28.9,95.0,,22.0
2411,2016-08-27T16:00:00,53.438801,-2.966328,18.9,0.0,80.5,72.63,1015.0,2016-08-27T20:12:25+01:00,19.7,95.0,,12.9
2391,2016-08-27T16:00:00,51.481579,-0.191094,23.8,0.0,10.6,62.95,1012.9,2016-08-27T19:57:21+01:00,24.4,98.0,,19.4
2420,2016-08-27T16:00:00,52.620278,-1.142222,17.6,0.0,69.1,82.86,1015.3,2016-08-27T20:03:25+01:00,11.4,39.0,,12.7
2400,2016-08-27T16:00:00,51.398333,-0.085556,23.7,0.0,15.9,65.86,1012.8,2016-08-27T19:56:46+01:00,21.0,90.0,,15.9
253090,2016-08-27T17:00:00,47.324383,5.068342,32.8,0.0,0.1,36.56,1015.0,2016-08-27T20:29:00+02:00,29.2,161.0,20.6,12.9
299698,2016-08-27T18:00:00,41.933886,12.454786,29.5,0.0,0.0,47.37,,2016-08-27T19:51:36+02:00,10.0,239.0,,13.4
401611,2016-08-27T18:15:00,43.181728,-2.475875,29.5,0.0,26.0,47.87,1015.1,2016-08-27T20:52:57+02:00,10.0,308.0,59.4,18.6
401602,2016-08-27T18:15:00,42.796677,-1.637141,35.5,0.0,12.6,18.95,1012.9,2016-08-27T20:49:04+02:00,19.9,210.0,55.2,12.1
96446,2016-08-27T18:30:00,51.175213,6.383958,32.1,0.0,47.1,48.67,,2016-08-27T20:30:30+02:00,10.0,132.0,,11.0
2449,2016-08-27T18:30:00,53.746111,-0.367778,16.6,0.0,54.4,83.09,,2016-08-27T20:02:42+01:00,7.3,158.0,11.2,9.8
253113,2016-08-27T20:00:00,43.622222,3.811944,24.0,0.0,0.0,72.46,1019.0,2016-08-27T20:28:26+02:00,29.4,199.0,17.5,10.7
253101,2016-08-27T20:00:00,48.6955,6.210687,30.8,0.0,0.0,40.72,1014.3,2016-08-27T20:26:43+02:00,37.2,180.0,13.0,5.4
253134,2016-08-27T20:00:00,49.179461,-0.396767,29.2,0.0,89.4,49.77,1012.7,2016-08-27T20:53:57+02:00,24.7,306.0,14.7,6.5
253144,2016-08-27T20:00:00,49.109813,6.159511,29.7,0.0,0.0,37.45,1014.2,2016-08-27T20:27:38+02:00,35.6,189.0,16.2,11.9
253124,2016-08-27T20:00:00,43.705139,7.192583,26.1,0.0,0.0,72.34,1018.9,2016-08-27T20:15:03+02:00,21.3,178.0,12.0,7.0
401619,2016-08-27T20:15:00,40.453068,-3.688354,33.6,0.0,0.9,20.38,1012.0,2016-08-27T20:54:11+02:00,27.6,230.0,,18.9
299709,2016-08-27T20:45:00,40.827967,14.193008,26.6,0.0,0.0,64.0,,2016-08-27T19:43:13+02:00,10.0,274.0,,7.4
401628,2016-08-27T22:15:00,40.3404,-3.7607,29.0,0.0,0.0,28.67,1013.7,2016-08-27T20:54:20+02:00,10.9,231.0,,7.6
2458,2016-08-28T14:30:00,52.509068,-1.963892,21.5,0.0,50.0,72.44,,2016-08-28T20:04:13+01:00,10.0,359.0,6.5,3.7
253155,2016-08-28T15:00:00,44.897222,-0.561667,27.9,0.0,4.2,40.78,1020.9,2016-08-28T20:45:58+02:00,28.1,281.0,30.8,14.9
96463,2016-08-28T15:30:00,52.514477,13.239358,34.8,0.0,78.9,24.86,,2016-08-28T20:03:31+02:00,10.0,208.0,,12.6
2467,2016-08-28T17:00:00,53.483176,-2.20038,19.1,0.0,18.9,72.56,1013.5,2016-08-28T20:07:07+01:00,40.6,333.0,,15.2
253166,2016-08-28T17:00:00,45.460833,4.390278,30.6,0.0,53.8,30.92,1016.0,2016-08-28T20:27:00+02:00,28.7,222.0,16.6,6.6
96488,2016-08-28T17:30:00,49.23906,8.88775,32.2,0.0,30.0,36.75,,2016-08-28T20:14:56+02:00,10.0,271.0,22.7,5.0
299723,2016-08-28T18:00:00,45.478025,9.124206,31.7,0.0,0.9,31.94,1015.7,2016-08-28T20:08:06+02:00,10.0,215.0,12.7,6.2
401649,2016-08-28T18:15:00,42.837167,-2.688294,21.2,0.0,43.6,64.48,1021.6,2016-08-28T20:51:39+02:00,10.0,14.0,16.2,24.2
401636,2016-08-28T18:15:00,28.10505,-15.41948,27.6,0.0,13.0,70.88,1017.3,2016-08-28T20:26:46+01:00,10.0,20.0,,39.7
401658,2016-08-28T20:15:00,43.263476,-2.94815,20.7,0.0,92.7,87.76,1023.8,2016-08-28T20:53:15+02:00,10.8,330.0,,8.5
299745,2016-08-28T20:45:00,42.455278,14.229444,24.0,0.0,0.0,73.62,,2016-08-28T19:43:33+02:00,10.0,340.0,7.9,3.6
299806,2016-08-28T20:45:00,46.081603,13.200136,26.0,0.0,0.0,65.45,,2016-08-28T19:52:43+02:00,10.0,243.0,1.4,0.3
253176,2016-08-28T20:45:00,43.727606,7.415614,17.5,0.0,25.0,91.76,,2016-08-28T20:12:28+02:00,10.0,191.0,0.0,0.2
299757,2016-08-28T20:45:00,43.780822,11.282258,27.0,0.0,0.5,54.46,,2016-08-28T19:57:06+02:00,10.0,210.0,,14.6
299794,2016-08-28T20:45:00,45.04175,7.650014,29.1,0.0,0.0,38.85,,2016-08-28T20:13:22+02:00,10.0,301.0,0.6,1.7
299735,2016-08-28T20:45:00,39.22977,9.12129,27.7,0.0,0.0,42.9,,2016-08-28T19:59:59+02:00,10.0,332.0,19.4,7.4
299769,2016-08-28T20:45:00,44.416431,8.952428,24.7,0.0,27.3,77.09,,2016-08-28T20:07:17+02:00,10.0,91.0,0.7,0.4
299782,2016-08-28T20:45:00,44.714722,10.649722,27.6,0.0,0.0,45.7,,2016-08-28T20:00:55+02:00,10.0,9.0,,1.8
401666,2016-08-28T22:15:00,39.944119,-0.103474,25.8,0.0,0.1,81.17,1017.7,2016-08-28T20:37:41+02:00,19.9,79.0,9.7,3.9
96514,2016-09-09T20:30:00,51.553673,7.07057,18.2,0.0,0.0,63.84,,2016-09-09T19:59:22+02:00,10.0,,,1.8
401673,2016-09-09T20:45:00,43.301376,-1.973602,18.9,0.0,89.5,81.65,,2016-09-09T20:28:23+02:00,10.0,304.0,0.0,0.1
253187,2016-09-09T20:45:00,48.841389,2.253056,21.5,0.0,,48.93,,2016-09-09T20:16:00+02:00,10.0,112.0,,5.0
401683,2016-09-10T13:00:00,42.211852,-8.739721,22.3,0.0,49.5,65.08,1019.4,2016-09-10T20:52:53+02:00,11.0,184.0,0.0,0.5
2476,2016-09-10T13:30:00,53.46315,-2.291444,16.0,0.0,81.6,67.55,,2016-09-10T19:36:22+01:00,10.0,333.0,,6.1
96630,2016-09-10T15:30:00,52.514477,13.239358,26.0,0.0,0.0,42.23,,2016-09-10T19:33:22+02:00,10.0,130.0,,7.2
96559,2016-09-10T15:30:00,52.431561,10.803541,27.3,0.0,28.8,47.14,,2016-09-10T19:43:01+02:00,10.0,169.0,,12.0
96604,2016-09-10T15:30:00,53.4005292,49.5018821,,0.0,,,,,,,,
96579,2016-09-10T15:30:00,48.743317,11.483741,28.0,0.0,27.2,42.19,,2016-09-10T19:36:56+02:00,10.0,80.0,,7.5
96536,2016-09-10T15:30:00,51.037704,7.002651,28.0,0.0,0.0,39.62,,2016-09-10T19:56:52+02:00,10.0,,,5.4
2486,2016-09-10T16:00:00,50.735278,-1.838333,17.8,0.0,78.4,93.92,1011.6,2016-09-10T19:31:53+01:00,16.2,298.0,50.0,11.5
2525,2016-09-10T16:00:00,52.988419,-2.175398,15.3,0.0,83.8,70.23,1010.9,2016-09-10T19:35:24+01:00,25.5,327.0,,6.7
2535,2016-09-10T16:00:00,51.538736,-0.016552,18.5,0.0,17.0,94.02,1011.5,2016-09-10T19:25:22+01:00,4.2,202.0,,17.5
2515,2016-09-10T16:00:00,54.578333,-1.216944,15.4,0.0,66.4,61.84,1010.2,2016-09-10T19:33:16+01:00,26.8,25.0,,8.0
2505,2016-09-10T16:00:00,53.789167,-2.230278,15.6,0.0,43.4,64.0,1010.6,2016-09-10T19:36:27+01:00,25.3,288.0,,6.0
401693,2016-09-10T16:00:00,40.453068,-3.688354,31.3,0.0,33.5,22.74,1011.1,2016-09-10T20:31:35+02:00,19.0,124.0,,7.0
2496,2016-09-10T16:00:00,51.55505,-0.108046,18.5,0.0,12.8,93.86,1011.4,2016-09-10T19:25:45+01:00,5.0,203.0,,16.7
253197,2016-09-10T17:00:00,45.75322,4.97318,29.7,0.0,3.8,33.86,1013.6,2016-09-10T20:00:35+02:00,33.7,341.0,23.0,14.7
299817,2016-09-10T18:00:00,45.109444,7.641111,29.6,0.0,0.0,31.28,,2016-09-10T19:49:27+02:00,12.3,120.0,,5.2
402634,2016-09-10T18:15:00,37.384046,-5.970592,32.3,0.0,0.0,32.04,1013.3,2016-09-10T20:38:54+02:00,10.0,208.0,19.4,9.6
402164,2016-09-10T18:15:00,36.734209,-4.426602,26.3,0.0,0.0,67.15,1013.2,2016-09-10T20:32:22+02:00,10.2,107.0,16.1,14.2
96656,2016-09-10T18:30:00,51.345833,12.348056,28.0,0.0,0.0,42.28,,2016-09-10T19:35:48+02:00,10.0,100.0,,11.2
2545,2016-09-10T18:30:00,53.430622,-2.960919,16.1,0.0,27.2,64.01,,2016-09-10T19:39:00+01:00,10.0,316.0,,12.9
253253,2016-09-10T20:00:00,48.566285,-3.164599,16.2,0.0,88.0,87.93,1015.6,2016-09-10T20:35:18+02:00,16.5,300.0,24.9,10.3
253242,2016-09-10T20:00:00,47.4695,-0.55402,22.6,0.0,0.8,59.53,1016.0,2016-09-10T20:23:59+02:00,19.9,240.0,27.7,16.5
253220,2016-09-10T20:00:00,50.631111,3.1375,22.8,0.0,2.3,49.9,1014.1,2016-09-10T20:11:55+02:00,31.3,191.0,19.4,5.4
253231,2016-09-10T20:00:00,42.6514,9.442619,25.8,0.0,11.2,51.29,1012.7,2016-09-10T19:40:32+02:00,15.6,263.0,12.9,5.9
253210,2016-09-10T20:00:00,47.748747,-3.369367,18.9,0.0,94.7,93.51,1015.0,2016-09-10T20:35:27+02:00,15.5,234.0,25.6,10.4
403104,2016-09-10T20:30:00,41.38089,2.122813,26.1,0.0,25.0,89.64,,2016-09-10T20:08:57+02:00,10.0,92.0,17.5,6.4
299831,2016-09-10T20:45:00,38.152767,13.342275,25.0,0.0,50.0,65.4,,2016-09-10T19:22:10+02:00,10.0,285.0,2.8,7.1
403112,2016-09-11T12:00:00,43.536284,-5.637397,21.6,0.0,16.5,70.06,1016.6,2016-09-11T20:39:34+02:00,12.8,327.0,13.0,6.5
299842,2016-09-11T12:30:00,44.492314,11.309667,27.8,0.0,,50.58,,2016-09-11T19:32:29+02:00,10.0,67.0,13.8,3.3
299855,2016-09-11T15:00:00,45.708889,9.680833,28.0,0.0,49.5,39.68,1015.3,2016-09-11T19:39:49+02:00,10.0,141.0,18.7,9.3
299866,2016-09-11T15:00:00,45.435356,10.968647,29.9,0.0,28.1,40.11,1015.6,2016-09-11T19:34:29+02:00,10.3,112.0,,11.0
299881,2016-09-11T15:00:00,45.478025,9.124206,29.3,0.0,3.2,39.75,1015.1,2016-09-11T19:41:52+02:00,10.0,150.0,18.0,8.8
299891,2016-09-11T15:00:00,41.933886,12.454786,25.5,0.0,24.6,62.27,,2016-09-11T19:26:18+02:00,10.0,60.0,40.7,19.5
253264,2016-09-11T15:00:00,47.255631,-1.525375,24.9,0.0,86.1,54.6,1016.5,2016-09-11T20:25:40+02:00,23.8,236.0,22.2,12.0
96677,2016-09-11T15:30:00,53.066394,8.837628,23.0,0.0,88.8,68.9,,2016-09-11T19:49:06+02:00,10.0,339.0,9.7,11.1
403121,2016-09-11T16:00:00,39.474602,-0.358257,28.8,0.0,10.5,55.45,1015.8,2016-09-11T20:16:04+02:00,10.1,117.0,16.2,15.7
253274,2016-09-11T17:00:00,48.107458,-1.712839,23.8,0.0,89.0,47.8,1015.7,2016-09-11T20:27:03+02:00,24.5,241.0,26.7,16.2
2555,2016-09-11T17:00:00,51.642763,-3.934579,17.9,0.0,5.2,67.22,1013.8,2016-09-11T19:38:49+01:00,24.6,163.0,50.4,28.4
96702,2016-09-11T17:30:00,50.001053,8.245478,29.0,0.0,0.0,30.66,,2016-09-11T19:48:46+02:00,10.0,230.0,,11.2
403132,2016-09-11T18:15:00,37.152966,-3.595736,30.9,0.0,12.2,34.17,1010.5,2016-09-11T20:27:46+02:00,19.0,203.0,18.2,6.4
403141,2016-09-11T20:30:00,43.3713,-8.396,19.3,0.0,25.0,87.07,,2016-09-11T20:50:29+02:00,10.0,1.0,1.4,0.2
253286,2016-09-11T20:45:00,43.705139,7.192583,24.7,0.0,88.0,53.32,,2016-09-11T19:48:25+02:00,10.0,312.0,0.8,15.5
299904,2016-09-11T20:45:00,42.455278,14.229444,21.0,0.0,50.0,88.35,,2016-09-11T19:19:31+02:00,10.0,220.0,0.0,5.4
299914,2016-09-12T20:45:00,43.726389,10.955,26.4,0.0,0.0,51.4,,2016-09-12T19:31:35+02:00,10.0,358.0,0.0,1.6
2566,2016-09-12T21:00:00,54.91443,-1.388159,19.3,0.0,71.5,81.67,1009.6,2016-09-12T19:29:13+01:00,38.1,167.0,,19.4
96728,2016-09-16T20:30:00,50.933445,6.876095,17.3,0.0,56.5,71.09,,2016-09-16T19:43:43+02:00,10.0,175.0,,8.5
403149,2016-09-16T20:45:00,37.356483,-5.981768,28.3,0.0,,35.63,,2016-09-16T20:29:44+02:00,10.0,47.0,1.4,0.8
299940,2016-09-16T20:45:00,44.416431,8.952428,22.3,0.0,27.3,67.38,,2016-09-16T19:32:30+02:00,10.0,243.0,13.0,6.1
253297,2016-09-16T20:45:00,49.179461,-0.396767,15.0,0.0,99.9,82.16,,2016-09-16T20:11:54+02:00,10.0,280.0,,22.4
2578,2016-09-16T21:00:00,51.481579,-0.191094,15.7,0.0,10.4,67.51,1016.5,2016-09-16T19:12:13+01:00,45.7,323.0,,18.4
403160,2016-09-17T13:00:00,40.3404,-3.7607,21.0,0.0,10.7,43.93,1020.7,2016-09-17T20:20:09+02:00,10.5,34.0,,1.6
96831,2016-09-17T15:30:00,49.23906,8.88775,19.9,0.0,95.0,59.66,,2016-09-17T19:32:41+02:00,10.0,278.0,16.2,4.3
96808,2016-09-17T15:30:00,53.587357,9.899214,21.0,0.0,89.1,65.68,,2016-09-17T19:30:38+02:00,10.0,40.0,,24.7
96749,2016-09-17T15:30:00,48.218777,11.624748,14.0,0.0,89.1,100.0,,2016-09-17T19:21:21+02:00,8.0,250.0,,27.7
96850,2016-09-17T15:30:00,50.068779,8.64629,21.0,0.0,88.3,52.79,,2016-09-17T19:34:00+02:00,10.0,300.0,,13.0
96783,2016-09-17T15:30:00,51.492493,7.451885,18.4,0.0,99.5,72.32,,2016-09-17T19:39:24+02:00,10.0,320.0,9.7,6.8
2610,2016-09-17T16:00:00,53.483176,-2.20038,16.9,0.0,26.9,64.46,1023.0,2016-09-17T19:18:54+01:00,36.4,350.0,,11.8
2622,2016-09-17T16:00:00,52.509068,-1.963892,16.6,0.0,78.0,67.77,1022.5,2016-09-17T19:17:29+01:00,42.9,349.0,,13.9
2600,2016-09-17T16:00:00,52.620278,-1.142222,15.5,0.0,100.0,73.34,1022.3,2016-09-17T19:14:15+01:00,39.3,3.0,,13.9
2589,2016-09-17T16:00:00,53.746111,-0.367778,14.9,0.0,100.0,78.47,1022.4,2016-09-17T19:11:43+01:00,15.9,27.0,,13.5
403171,2016-09-17T16:15:00,40.40483,-3.72174,22.5,0.0,35.7,40.34,1018.6,2016-09-17T20:20:00+02:00,12.3,70.0,,9.3
253307,2016-09-17T17:00:00,43.727606,7.415614,14.5,0.0,42.5,79.45,1009.1,2016-09-17T19:36:32+02:00,26.3,20.0,10.9,3.2
299953,2016-09-17T18:00:00,41.933886,12.454786,23.0,0.0,49.2,66.61,,2016-09-17T19:15:50+02:00,10.0,235.0,,20.4
96871,2016-09-17T18:30:00,51.175213,6.383958,19.1,0.0,88.2,72.69,,2016-09-17T19:43:31+02:00,10.0,333.0,,14.6
403180,2016-09-17T18:30:00,43.181728,-2.475875,16.9,0.0,65.6,71.3,,2016-09-17T20:15:53+02:00,10.0,327.0,22.7,16.5
2634,2016-09-17T18:30:00,53.438801,-2.966328,16.0,0.0,27.3,68.67,,2016-09-17T19:21:56+01:00,10.0,301.0,,16.3
253359,2016-09-17T20:00:00,43.59884,1.43786,18.1,0.0,93.1,49.12,1020.7,2016-09-17T20:00:23+02:00,38.7,321.0,33.3,18.9
253350,2016-09-17T20:00:00,47.324383,5.068342,14.8,0.0,99.6,83.89,1017.0,2016-09-17T19:47:11+02:00,26.2,307.0,25.6,12.9
